UF_ATENDIMENTO;TIPO;CLASSIFICACAO;NACIONALIDADE;TOTAL
MG;ENTRADA;OUTROS;COLÔMBIA;2
MG;ENTRADA;OUTROS;ESTADOS UNIDOS;3
MG;ENTRADA;OUTROS;BRASIL;265
MG;ENTRADA;OUTROS;ALEMANHA;7
MG;ENTRADA;OUTROS;ARGENTINA;5
MG;ENTRADA;OUTROS;BOLÍVIA;2
MG;ENTRADA;OUTROS;BRASIL;153
MG;ENTRADA;OUTROS;CHILE;67
MG;ENTRADA;OUTROS;COLÔMBIA;17
MG;ENTRADA;OUTROS;COSTA RICA;1
MG;ENTRADA;OUTROS;CROÁCIA;1
MG;ENTRADA;OUTROS;EL SALVADOR;2
MG;ENTRADA;OUTROS;ESLOVÁQUIA;1
MG;ENTRADA;OUTROS;ESPANHA;2
MG;ENTRADA;OUTROS;ESTADOS UNIDOS;16
MG;ENTRADA;OUTROS;FRANÇA;2
MG;ENTRADA;OUTROS;GUATEMALA;1
MG;ENTRADA;OUTROS;IRLANDA;1
MG;ENTRADA;OUTROS;NICARÁGUA;1
MG;ENTRADA;OUTROS;PANAMÁ;138
MG;ENTRADA;OUTROS;PAÍSES BAIXOS;1
MG;ENTRADA;OUTROS;PERU;1
MG;ENTRADA;OUTROS;PORTUGAL;467
MG;ENTRADA;OUTROS;REINO UNIDO;4
MG;ENTRADA;OUTROS;REPÚBLICA DOMINICANA;1
MG;ENTRADA;OUTROS;URUGUAI;1
MG;ENTRADA;OUTROS;VENEZUELA;3
MG;ENTRADA;OUTROS;PORTUGAL;4
MG;ENTRADA;OUTROS;COLÔMBIA;1
MG;ENTRADA;OUTROS;BRASIL;24
MG;ENTRADA;OUTROS;ESTADOS UNIDOS;3
MG;ENTRADA;OUTROS;ALEMANHA;1
MG;ENTRADA;OUTROS;ARGENTINA;1
MG;ENTRADA;OUTROS;COLÔMBIA;5
MG;ENTRADA;OUTROS;ESPANHA;1
MG;ENTRADA;OUTROS;ESTADOS UNIDOS;1
MG;ENTRADA;OUTROS;ALEMANHA;7
MG;ENTRADA;OUTROS;ARGENTINA;3
MG;ENTRADA;OUTROS;BÉLGICA;4
MG;ENTRADA;OUTROS;CHILE;4
MG;ENTRADA;OUTROS;COLÔMBIA;1
MG;ENTRADA;OUTROS;COSTA RICA;1
MG;ENTRADA;OUTROS;ESPANHA;19
MG;ENTRADA;OUTROS;ESTADOS UNIDOS;12
MG;ENTRADA;OUTROS;FRANÇA;12
MG;ENTRADA;OUTROS;ITÁLIA;74
MG;ENTRADA;OUTROS;PORTUGAL;164
MG;ENTRADA;OUTROS;REINO UNIDO;21
MG;ENTRADA;OUTROS;SUÍÇA;5
MG;ENTRADA;OUTROS;BRASIL;6
MG;ENTRADA;TEMPORÁRIO;ALEMANHA;1
MG;ENTRADA;TEMPORÁRIO;ANGOLA;1
MG;ENTRADA;TEMPORÁRIO;ARGENTINA;2
MG;ENTRADA;TEMPORÁRIO;CABO VERDE;5
MG;ENTRADA;TEMPORÁRIO;CHILE;3
MG;ENTRADA;TEMPORÁRIO;COLÔMBIA;10
MG;ENTRADA;TEMPORÁRIO;COSTA RICA;1
MG;ENTRADA;TEMPORÁRIO;CUBA;2
MG;ENTRADA;TEMPORÁRIO;ESPANHA;1
MG;ENTRADA;TEMPORÁRIO;FRANÇA;4
MG;ENTRADA;TEMPORÁRIO;GUATEMALA;1
MG;ENTRADA;TEMPORÁRIO;GUINÉ BISSAU;3
MG;ENTRADA;TEMPORÁRIO;HUNGRIA;1
MG;ENTRADA;TEMPORÁRIO;ITÁLIA;2
MG;ENTRADA;TEMPORÁRIO;JAMAICA;1
MG;ENTRADA;TEMPORÁRIO;LUXEMBURGO;1
MG;ENTRADA;TEMPORÁRIO;MÉXICO;2
MG;ENTRADA;TEMPORÁRIO;PORTUGAL;1
MG;ENTRADA;TEMPORÁRIO;SUÉCIA;2
MG;ENTRADA;TEMPORÁRIO;SÃO TOMÉ E PRÍNCIPE;1
MG;ENTRADA;TEMPORÁRIO;SÉRVIA;1
MG;ENTRADA;OUTROS;BRASIL;17984
MG;SAIDA;PERMANENTE;ALEMANHA;18
MG;SAIDA;PERMANENTE;ARGENTINA;10
MG;SAIDA;PERMANENTE;AUSTRÁLIA;3
MG;SAIDA;PERMANENTE;BOLÍVIA;2
MG;SAIDA;PERMANENTE;BÉLGICA;2
MG;SAIDA;PERMANENTE;CANADÁ;1
MG;SAIDA;PERMANENTE;CHILE;30
MG;SAIDA;PERMANENTE;CHINA;5
MG;SAIDA;PERMANENTE;COLÔMBIA;40
MG;SAIDA;PERMANENTE;COSTA RICA;1
MG;SAIDA;PERMANENTE;CUBA;5
MG;SAIDA;PERMANENTE;EQUADOR;5
MG;SAIDA;PERMANENTE;ESLOVÊNIA;1
MG;SAIDA;PERMANENTE;ESPANHA;6
MG;SAIDA;PERMANENTE;ESTADOS UNIDOS;15
MG;SAIDA;PERMANENTE;FRANÇA;9
MG;SAIDA;PERMANENTE;GUATEMALA;1
MG;SAIDA;PERMANENTE;HAITI;1
MG;SAIDA;PERMANENTE;HONDURAS;2
MG;SAIDA;PERMANENTE;HUNGRIA;1
MG;SAIDA;PERMANENTE;IRLANDA;3
MG;SAIDA;PERMANENTE;ITÁLIA;20
MG;SAIDA;PERMANENTE;JAPÃO;5
MG;SAIDA;PERMANENTE;LUXEMBURGO;2
MG;SAIDA;PERMANENTE;MÉXICO;4
MG;SAIDA;PERMANENTE;NICARÁGUA;1
MG;SAIDA;PERMANENTE;NORUEGA;2
MG;SAIDA;PERMANENTE;NOVA ZELÂNDIA;1
MG;SAIDA;PERMANENTE;PANAMÁ;1
MG;SAIDA;PERMANENTE;PAÍSES BAIXOS;1
MG;SAIDA;PERMANENTE;PERU;3
MG;SAIDA;PERMANENTE;PORTUGAL;20
MG;SAIDA;PERMANENTE;REINO UNIDO;4
MG;SAIDA;PERMANENTE;RÚSSIA;1
MG;SAIDA;PERMANENTE;SUÍÇA;3
MG;SAIDA;PERMANENTE;TAIWAN;1
MG;SAIDA;PERMANENTE;UCRÂNIA;1
MG;SAIDA;PERMANENTE;URUGUAI;2
MG;SAIDA;PERMANENTE;VENEZUELA;2
MG;SAIDA;VISITANTE;ALEMANHA;69
MG;SAIDA;VISITANTE;ARGENTINA;25
MG;SAIDA;VISITANTE;AUSTRÁLIA;21
MG;SAIDA;VISITANTE;BOLÍVIA;1
MG;SAIDA;VISITANTE;BÉLGICA;26
MG;SAIDA;VISITANTE;CABO VERDE;1
MG;SAIDA;VISITANTE;CANADÁ;14
MG;SAIDA;VISITANTE;CHILE;403
MG;SAIDA;VISITANTE;CHINA;4
MG;SAIDA;VISITANTE;COLÔMBIA;73
MG;SAIDA;VISITANTE;COSTA RICA;6
MG;SAIDA;VISITANTE;CROÁCIA;2
MG;SAIDA;VISITANTE;CUBA;7
MG;SAIDA;VISITANTE;DINAMARCA;6
MG;SAIDA;VISITANTE;EQUADOR;17
MG;SAIDA;VISITANTE;ESLOVÁQUIA;2
MG;SAIDA;VISITANTE;ESLOVÊNIA;1
MG;SAIDA;VISITANTE;ESPANHA;47
MG;SAIDA;VISITANTE;ESTADOS UNIDOS;264
MG;SAIDA;VISITANTE;ESTÔNIA;1
MG;SAIDA;VISITANTE;FILIPINAS;2
MG;SAIDA;VISITANTE;FRANÇA;114
MG;SAIDA;VISITANTE;GRÉCIA;4
MG;SAIDA;VISITANTE;GUATEMALA;10
MG;SAIDA;VISITANTE;HAITI;1
MG;SAIDA;VISITANTE;HONDURAS;2
MG;SAIDA;VISITANTE;HUNGRIA;1
MG;SAIDA;VISITANTE;INDONÉSIA;1
MG;SAIDA;VISITANTE;IRLANDA;24
MG;SAIDA;VISITANTE;ISLÂNDIA;1
MG;SAIDA;VISITANTE;ISRAEL;14
MG;SAIDA;VISITANTE;ITÁLIA;103
MG;SAIDA;VISITANTE;JAPÃO;7
MG;SAIDA;VISITANTE;LITUÂNIA;2
MG;SAIDA;VISITANTE;LUXEMBURGO;2
MG;SAIDA;VISITANTE;MÉXICO;23
MG;SAIDA;VISITANTE;NICARÁGUA;3
MG;SAIDA;VISITANTE;NORUEGA;10
MG;SAIDA;VISITANTE;NOVA ZELÂNDIA;5
MG;SAIDA;VISITANTE;PANAMÁ;14
MG;SAIDA;VISITANTE;PAÍSES BAIXOS;22
MG;SAIDA;VISITANTE;PERU;13
MG;SAIDA;VISITANTE;POLÔNIA;8
MG;SAIDA;VISITANTE;PORTUGAL;352
MG;SAIDA;VISITANTE;REINO UNIDO;69
MG;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;1
MG;SAIDA;VISITANTE;REPÚBLICA TCHECA;4
MG;SAIDA;VISITANTE;ROMÊNIA;5
MG;SAIDA;VISITANTE;RÚSSIA;1
MG;SAIDA;VISITANTE;SENEGAL;1
MG;SAIDA;VISITANTE;SINGAPURA;1
MG;SAIDA;VISITANTE;SUÉCIA;13
MG;SAIDA;VISITANTE;SUÍÇA;34
MG;SAIDA;VISITANTE;SÉRVIA;1
MG;SAIDA;VISITANTE;TAIWAN;1
MG;SAIDA;VISITANTE;TRINIDAD E TOBAGO;3
MG;SAIDA;VISITANTE;TUNÍSIA;2
MG;SAIDA;VISITANTE;UCRÂNIA;4
MG;SAIDA;VISITANTE;VENEZUELA;18
MG;SAIDA;VISITANTE;VIETNÃ;1
MG;SAIDA;VISITANTE;ÁFRICA DO SUL;1
MG;SAIDA;VISITANTE;ÁUSTRIA;4
MG;SAIDA;VISITANTE;ÍNDIA;3
MG;SAIDA;VISITANTE;ALEMANHA;5
MG;SAIDA;VISITANTE;ARGENTINA;2
MG;SAIDA;VISITANTE;AUSTRÁLIA;5
MG;SAIDA;VISITANTE;CANADÁ;2
MG;SAIDA;VISITANTE;CHILE;11
MG;SAIDA;VISITANTE;CHINA;4
MG;SAIDA;VISITANTE;COLÔMBIA;3
MG;SAIDA;VISITANTE;COSTA RICA;4
MG;SAIDA;VISITANTE;DINAMARCA;1
MG;SAIDA;VISITANTE;EQUADOR;3
MG;SAIDA;VISITANTE;ESPANHA;5
MG;SAIDA;VISITANTE;ESTADOS UNIDOS;28
MG;SAIDA;VISITANTE;FRANÇA;9
MG;SAIDA;VISITANTE;GUATEMALA;1
MG;SAIDA;VISITANTE;HUNGRIA;1
MG;SAIDA;VISITANTE;IRLANDA;1
MG;SAIDA;VISITANTE;ITÁLIA;16
MG;SAIDA;VISITANTE;MÉXICO;7
MG;SAIDA;VISITANTE;NORUEGA;1
MG;SAIDA;VISITANTE;NOVA ZELÂNDIA;1
MG;SAIDA;VISITANTE;PANAMÁ;1
MG;SAIDA;VISITANTE;PAQUISTÃO;1
MG;SAIDA;VISITANTE;PERU;2
MG;SAIDA;VISITANTE;POLÔNIA;5
MG;SAIDA;VISITANTE;PORTUGAL;13
MG;SAIDA;VISITANTE;REINO UNIDO;9
MG;SAIDA;VISITANTE;SUÉCIA;2
MG;SAIDA;VISITANTE;SUÍÇA;2
MG;SAIDA;VISITANTE;UCRÂNIA;2
MG;SAIDA;VISITANTE;VENEZUELA;1
MG;SAIDA;VISITANTE;ÁFRICA DO SUL;2
MG;SAIDA;VISITANTE;ÁUSTRIA;2
MG;SAIDA;VISITANTE;ÍNDIA;1
MG;SAIDA;VISITANTE;CHILE;3
MG;SAIDA;VISITANTE;COLÔMBIA;1
MG;SAIDA;VISITANTE;MÉXICO;1
MG;SAIDA;VISITANTE;COLÔMBIA;1
MG;SAIDA;OUTROS;ESTADOS UNIDOS;3
MG;SAIDA;OUTROS;ALEMANHA;8
MG;SAIDA;OUTROS;ARGENTINA;7
MG;SAIDA;OUTROS;BOLÍVIA;1
MG;SAIDA;OUTROS;BRASIL;145
MG;SAIDA;OUTROS;CHILE;67
MG;SAIDA;OUTROS;COLÔMBIA;8
MG;SAIDA;OUTROS;COSTA RICA;1
MG;SAIDA;OUTROS;CROÁCIA;1
MG;SAIDA;OUTROS;EL SALVADOR;2
MG;SAIDA;OUTROS;ESLOVÁQUIA;1
MG;SAIDA;OUTROS;ESPANHA;2
MG;SAIDA;OUTROS;ESTADOS UNIDOS;18
MG;SAIDA;OUTROS;FRANÇA;2
MG;SAIDA;OUTROS;GUATEMALA;1
MG;SAIDA;OUTROS;IRLANDA;1
MG;SAIDA;OUTROS;NICARÁGUA;1
MG;SAIDA;OUTROS;PANAMÁ;140
MG;SAIDA;OUTROS;PERU;1
MG;SAIDA;OUTROS;PORTUGAL;467
MG;SAIDA;OUTROS;REINO UNIDO;3
MG;SAIDA;OUTROS;REPÚBLICA DOMINICANA;1
MG;SAIDA;OUTROS;URUGUAI;1
MG;SAIDA;OUTROS;VENEZUELA;3
MG;SAIDA;OUTROS;PORTUGAL;3
MG;SAIDA;OUTROS;COLÔMBIA;1
MG;SAIDA;OUTROS;COLÔMBIA;3
MG;SAIDA;OUTROS;EQUADOR;1
MG;SAIDA;OUTROS;ESTADOS UNIDOS;1
MG;SAIDA;OUTROS;FRANÇA;1
MG;SAIDA;OUTROS;ALEMANHA;6
MG;SAIDA;OUTROS;BÉLGICA;5
MG;SAIDA;OUTROS;CHILE;8
MG;SAIDA;OUTROS;DINAMARCA;1
MG;SAIDA;OUTROS;ESPANHA;13
MG;SAIDA;OUTROS;ESTADOS UNIDOS;23
MG;SAIDA;OUTROS;FRANÇA;16
MG;SAIDA;OUTROS;IRLANDA;3
MG;SAIDA;OUTROS;ITÁLIA;52
MG;SAIDA;OUTROS;LUXEMBURGO;1
MG;SAIDA;OUTROS;MÉXICO;1
MG;SAIDA;OUTROS;NICARÁGUA;1
MG;SAIDA;OUTROS;PORTUGAL;226
MG;SAIDA;OUTROS;REINO UNIDO;16
MG;SAIDA;OUTROS;SUÉCIA;3
MG;SAIDA;OUTROS;SUÍÇA;6
MG;SAIDA;OUTROS;SÉRVIA;1
MG;SAIDA;OUTROS;ÁUSTRIA;1
MG;SAIDA;TEMPORÁRIO;ALEMANHA;1
MG;SAIDA;TEMPORÁRIO;CAZAQUISTÃO;1
MG;SAIDA;TEMPORÁRIO;COLÔMBIA;1
MG;SAIDA;TEMPORÁRIO;CUBA;2
MG;SAIDA;TEMPORÁRIO;EQUADOR;1
MG;SAIDA;TEMPORÁRIO;ESPANHA;2
MG;SAIDA;TEMPORÁRIO;ESTADOS UNIDOS;1
MG;SAIDA;TEMPORÁRIO;FRANÇA;3
MG;SAIDA;TEMPORÁRIO;ITÁLIA;2
MG;SAIDA;TEMPORÁRIO;JAPÃO;1
MG;SAIDA;TEMPORÁRIO;SUÍÇA;1
MG;SAIDA;OUTROS;BRASIL;16244
MS;ENTRADA;PERMANENTE;ARGENTINA;12
MS;ENTRADA;PERMANENTE;BOLÍVIA;3230
MS;ENTRADA;PERMANENTE;CHILE;3
MS;ENTRADA;PERMANENTE;CHINA;1
MS;ENTRADA;PERMANENTE;COLÔMBIA;3
MS;ENTRADA;PERMANENTE;EQUADOR;1
MS;ENTRADA;PERMANENTE;ESPANHA;2
MS;ENTRADA;PERMANENTE;FRANÇA;1
MS;ENTRADA;PERMANENTE;HAITI;2
MS;ENTRADA;PERMANENTE;LÍBANO;1
MS;ENTRADA;PERMANENTE;PARAGUAI;176
MS;ENTRADA;PERMANENTE;PERU;45
MS;ENTRADA;PERMANENTE;PORTUGAL;2
MS;ENTRADA;PERMANENTE;SÉRVIA;1
MS;ENTRADA;PERMANENTE;TAIWAN;1
MS;ENTRADA;PERMANENTE;URUGUAI;1
MS;ENTRADA;PERMANENTE;VENEZUELA;17
MS;ENTRADA;VISITANTE;ALBÂNIA;1
MS;ENTRADA;VISITANTE;ALEMANHA;33
MS;ENTRADA;VISITANTE;ARGENTINA;90
MS;ENTRADA;VISITANTE;AUSTRÁLIA;4
MS;ENTRADA;VISITANTE;BOLÍVIA;3885
MS;ENTRADA;VISITANTE;BÉLGICA;4
MS;ENTRADA;VISITANTE;CANADÁ;1
MS;ENTRADA;VISITANTE;CHILE;34
MS;ENTRADA;VISITANTE;CHINA;8
MS;ENTRADA;VISITANTE;COLÔMBIA;43
MS;ENTRADA;VISITANTE;CORÉIA DO SUL;1
MS;ENTRADA;VISITANTE;COSTA RICA;2
MS;ENTRADA;VISITANTE;CROÁCIA;1
MS;ENTRADA;VISITANTE;DINAMARCA;2
MS;ENTRADA;VISITANTE;EQUADOR;55
MS;ENTRADA;VISITANTE;ESPANHA;18
MS;ENTRADA;VISITANTE;ESTADOS UNIDOS;4
MS;ENTRADA;VISITANTE;ESTÔNIA;6
MS;ENTRADA;VISITANTE;FILIPINAS;1
MS;ENTRADA;VISITANTE;FRANÇA;34
MS;ENTRADA;VISITANTE;GUATEMALA;2
MS;ENTRADA;VISITANTE;HAITI;1
MS;ENTRADA;VISITANTE;HONG KONG (R.A.E.);1
MS;ENTRADA;VISITANTE;HUNGRIA;1
MS;ENTRADA;VISITANTE;IRLANDA;2
MS;ENTRADA;VISITANTE;ISRAEL;12
MS;ENTRADA;VISITANTE;ITÁLIA;6
MS;ENTRADA;VISITANTE;JAPÃO;4
MS;ENTRADA;VISITANTE;LETÔNIA;1
MS;ENTRADA;VISITANTE;MÉXICO;51
MS;ENTRADA;VISITANTE;NOVA ZELÂNDIA;1
MS;ENTRADA;VISITANTE;PARAGUAI;1772
MS;ENTRADA;VISITANTE;PAÍSES BAIXOS;6
MS;ENTRADA;VISITANTE;PERU;219
MS;ENTRADA;VISITANTE;POLÔNIA;2
MS;ENTRADA;VISITANTE;PORTUGAL;4
MS;ENTRADA;VISITANTE;REINO UNIDO;11
MS;ENTRADA;VISITANTE;REPÚBLICA DOMINICANA;3
MS;ENTRADA;VISITANTE;SUÉCIA;1
MS;ENTRADA;VISITANTE;SUÍÇA;10
MS;ENTRADA;VISITANTE;TAIWAN;2
MS;ENTRADA;VISITANTE;TURQUIA;1
MS;ENTRADA;VISITANTE;URUGUAI;5
MS;ENTRADA;VISITANTE;VENEZUELA;98
MS;ENTRADA;VISITANTE;ÁUSTRIA;2
MS;ENTRADA;VISITANTE;BOLÍVIA;2
MS;ENTRADA;VISITANTE;PARAGUAI;5
MS;ENTRADA;VISITANTE;PERU;10
MS;ENTRADA;VISITANTE;ALBÂNIA;1
MS;ENTRADA;VISITANTE;BOLÍVIA;1
MS;ENTRADA;VISITANTE;MÉXICO;3
MS;ENTRADA;VISITANTE;ARGENTINA;8
MS;ENTRADA;VISITANTE;CHILE;2
MS;ENTRADA;VISITANTE;EQUADOR;4
MS;ENTRADA;VISITANTE;PERU;105
MS;ENTRADA;OUTROS;BRASIL;2
MS;ENTRADA;OUTROS;PARAGUAI;1
MS;ENTRADA;OUTROS;PARAGUAI;3
MS;ENTRADA;OUTROS;BRASIL;1
MS;ENTRADA;OUTROS;BRASIL;2
MS;ENTRADA;OUTROS;PARAGUAI;1
MS;ENTRADA;OUTROS;BRASIL;4
MS;ENTRADA;OUTROS;PARAGUAI;7
MS;ENTRADA;OUTROS;PERU;8
MS;ENTRADA;OUTROS;PARAGUAI;5
MS;ENTRADA;OUTROS;MONTENEGRO;1
MS;ENTRADA;OUTROS;VENEZUELA;3
MS;ENTRADA;OUTROS;BOLÍVIA;7
MS;ENTRADA;OUTROS;ITÁLIA;1
MS;ENTRADA;OUTROS;PERU;2
MS;ENTRADA;TEMPORÁRIO;BOLÍVIA;9
MS;ENTRADA;TEMPORÁRIO;CHINA;2
MS;ENTRADA;TEMPORÁRIO;PARAGUAI;1
MS;ENTRADA;OUTROS;BRASIL;2596
MS;SAIDA;PERMANENTE;ARGENTINA;5
MS;SAIDA;PERMANENTE;BOLÍVIA;1173
MS;SAIDA;PERMANENTE;CHILE;1
MS;SAIDA;PERMANENTE;COLÔMBIA;15
MS;SAIDA;PERMANENTE;CORÉIA DO SUL;1
MS;SAIDA;PERMANENTE;EQUADOR;5
MS;SAIDA;PERMANENTE;PARAGUAI;17
MS;SAIDA;PERMANENTE;PERU;30
MS;SAIDA;PERMANENTE;PORTUGAL;2
MS;SAIDA;PERMANENTE;REPÚBLICA DOMINICANA;2
MS;SAIDA;PERMANENTE;TOGO;1
MS;SAIDA;PERMANENTE;URUGUAI;1
MS;SAIDA;PERMANENTE;VENEZUELA;13
MS;SAIDA;VISITANTE;ALEMANHA;19
MS;SAIDA;VISITANTE;ARGENTINA;127
MS;SAIDA;VISITANTE;AUSTRÁLIA;1
MS;SAIDA;VISITANTE;BOLÍVIA;3516
MS;SAIDA;VISITANTE;BÉLGICA;3
MS;SAIDA;VISITANTE;CHILE;32
MS;SAIDA;VISITANTE;CHINA;5
MS;SAIDA;VISITANTE;COLÔMBIA;31
MS;SAIDA;VISITANTE;CORÉIA DO SUL;3
MS;SAIDA;VISITANTE;COSTA RICA;2
MS;SAIDA;VISITANTE;CUBA;3
MS;SAIDA;VISITANTE;EQUADOR;49
MS;SAIDA;VISITANTE;ESPANHA;25
MS;SAIDA;VISITANTE;ESTADOS UNIDOS;6
MS;SAIDA;VISITANTE;FRANÇA;24
MS;SAIDA;VISITANTE;GUATEMALA;1
MS;SAIDA;VISITANTE;HAITI;1
MS;SAIDA;VISITANTE;IRLANDA;1
MS;SAIDA;VISITANTE;IRÃ;1
MS;SAIDA;VISITANTE;ISLÂNDIA;3
MS;SAIDA;VISITANTE;ISRAEL;7
MS;SAIDA;VISITANTE;ITÁLIA;8
MS;SAIDA;VISITANTE;JAPÃO;2
MS;SAIDA;VISITANTE;LITUÂNIA;1
MS;SAIDA;VISITANTE;MARROCOS;4
MS;SAIDA;VISITANTE;MONTENEGRO;1
MS;SAIDA;VISITANTE;MÉXICO;36
MS;SAIDA;VISITANTE;NICARÁGUA;1
MS;SAIDA;VISITANTE;NORUEGA;1
MS;SAIDA;VISITANTE;NOVA ZELÂNDIA;1
MS;SAIDA;VISITANTE;PAQUISTÃO;1
MS;SAIDA;VISITANTE;PARAGUAI;2046
MS;SAIDA;VISITANTE;PAÍSES BAIXOS;3
MS;SAIDA;VISITANTE;PERU;212
MS;SAIDA;VISITANTE;REINO UNIDO;14
MS;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;5
MS;SAIDA;VISITANTE;ROMÊNIA;2
MS;SAIDA;VISITANTE;SUÉCIA;1
MS;SAIDA;VISITANTE;SUÍÇA;8
MS;SAIDA;VISITANTE;TAIWAN;3
MS;SAIDA;VISITANTE;URUGUAI;10
MS;SAIDA;VISITANTE;VENEZUELA;17
MS;SAIDA;VISITANTE;ÁFRICA DO SUL;3
MS;SAIDA;VISITANTE;ÁUSTRIA;3
MS;SAIDA;VISITANTE;BOLÍVIA;3
MS;SAIDA;VISITANTE;PARAGUAI;5
MS;SAIDA;VISITANTE;PERU;10
MS;SAIDA;VISITANTE;BOLÍVIA;3
MS;SAIDA;VISITANTE;EQUADOR;1
MS;SAIDA;VISITANTE;ESPANHA;1
MS;SAIDA;VISITANTE;FRANÇA;1
MS;SAIDA;VISITANTE;PARAGUAI;9
MS;SAIDA;VISITANTE;ARGENTINA;8
MS;SAIDA;VISITANTE;BOLÍVIA;2
MS;SAIDA;VISITANTE;CHILE;2
MS;SAIDA;VISITANTE;EQUADOR;4
MS;SAIDA;VISITANTE;PARAGUAI;2
MS;SAIDA;VISITANTE;PERU;108
MS;SAIDA;OUTROS;BRASIL;2
MS;SAIDA;OUTROS;PARAGUAI;1
MS;SAIDA;OUTROS;BRASIL;1
MS;SAIDA;OUTROS;PARAGUAI;1
MS;SAIDA;OUTROS;ARGENTINA;4
MS;SAIDA;OUTROS;BRASIL;8
MS;SAIDA;OUTROS;CANADÁ;1
MS;SAIDA;OUTROS;PARAGUAI;6
MS;SAIDA;OUTROS;PERU;8
MS;SAIDA;OUTROS;BOLÍVIA;1
MS;SAIDA;OUTROS;BRASIL;4
MS;SAIDA;OUTROS;PARAGUAI;14
MS;SAIDA;OUTROS;MONTENEGRO;1
MS;SAIDA;OUTROS;VENEZUELA;1
MS;SAIDA;OUTROS;BOLÍVIA;2
MS;SAIDA;OUTROS;ESTADOS UNIDOS;1
MS;SAIDA;OUTROS;PARAGUAI;1
MS;SAIDA;OUTROS;PERU;4
MS;SAIDA;TEMPORÁRIO;BOLÍVIA;4
MS;SAIDA;TEMPORÁRIO;CHINA;3
MS;SAIDA;TEMPORÁRIO;ESTADOS UNIDOS;2
MS;SAIDA;TEMPORÁRIO;MADAGASCAR;1
MS;SAIDA;OUTROS;BRASIL;1672
MT;ENTRADA;PERMANENTE;BOLÍVIA;9
MT;ENTRADA;PERMANENTE;ESTADOS UNIDOS;1
MT;ENTRADA;VISITANTE;BOLÍVIA;57
MT;ENTRADA;VISITANTE;FRANÇA;1
MT;ENTRADA;VISITANTE;PALESTINA;1
MT;ENTRADA;VISITANTE;PARAGUAI;2
MT;ENTRADA;VISITANTE;PERU;1
MT;ENTRADA;VISITANTE;ESTADOS UNIDOS;4
MT;ENTRADA;OUTROS;BRASIL;2
MT;ENTRADA;OUTROS;ESTADOS UNIDOS;3
MT;ENTRADA;OUTROS;PARAGUAI;2
MT;ENTRADA;OUTROS;BRASIL;9
MT;ENTRADA;TEMPORÁRIO;ALEMANHA;1
MT;ENTRADA;OUTROS;BRASIL;181
MT;SAIDA;PERMANENTE;BOLÍVIA;8
MT;SAIDA;PERMANENTE;VENEZUELA;3
MT;SAIDA;VISITANTE;BOLÍVIA;42
MT;SAIDA;VISITANTE;CHILE;2
MT;SAIDA;VISITANTE;PARAGUAI;4
MT;SAIDA;VISITANTE;PERU;3
MT;SAIDA;VISITANTE;URUGUAI;2
MT;SAIDA;VISITANTE;ESTADOS UNIDOS;3
MT;SAIDA;OUTROS;BRASIL;4
MT;SAIDA;OUTROS;BOLÍVIA;1
MT;SAIDA;OUTROS;BOLÍVIA;1
MT;SAIDA;OUTROS;BRASIL;13
MT;SAIDA;OUTROS;ESTADOS UNIDOS;3
MT;SAIDA;OUTROS;PARAGUAI;3
MT;SAIDA;OUTROS;BRASIL;12
MT;SAIDA;OUTROS;VENEZUELA;1
MT;SAIDA;OUTROS;BOLÍVIA;1
MT;SAIDA;OUTROS;PERU;1
MT;SAIDA;TEMPORÁRIO;POLÔNIA;1
MT;SAIDA;OUTROS;BRASIL;329
PA;ENTRADA;PERMANENTE;ALEMANHA;4
PA;ENTRADA;PERMANENTE;ANGOLA;2
PA;ENTRADA;PERMANENTE;ARGENTINA;2
PA;ENTRADA;PERMANENTE;CANADÁ;1
PA;ENTRADA;PERMANENTE;CHINA;1
PA;ENTRADA;PERMANENTE;COLÔMBIA;131
PA;ENTRADA;PERMANENTE;CORÉIA DO SUL;1
PA;ENTRADA;PERMANENTE;DINAMARCA;1
PA;ENTRADA;PERMANENTE;EQUADOR;1
PA;ENTRADA;PERMANENTE;ESPANHA;2
PA;ENTRADA;PERMANENTE;ESTADOS UNIDOS;10
PA;ENTRADA;PERMANENTE;FRANÇA;10
PA;ENTRADA;PERMANENTE;GRÉCIA;1
PA;ENTRADA;PERMANENTE;GUINÉ BISSAU;1
PA;ENTRADA;PERMANENTE;HAITI;2
PA;ENTRADA;PERMANENTE;ITÁLIA;5
PA;ENTRADA;PERMANENTE;JAPÃO;3
PA;ENTRADA;PERMANENTE;PANAMÁ;2
PA;ENTRADA;PERMANENTE;PAÍSES BAIXOS;4
PA;ENTRADA;PERMANENTE;PERU;3
PA;ENTRADA;PERMANENTE;POLÔNIA;1
PA;ENTRADA;PERMANENTE;PORTUGAL;18
PA;ENTRADA;PERMANENTE;REINO UNIDO;1
PA;ENTRADA;PERMANENTE;SURINAME;17
PA;ENTRADA;PERMANENTE;SUÉCIA;1
PA;ENTRADA;PERMANENTE;SÍRIA;1
PA;ENTRADA;PERMANENTE;VENEZUELA;3
PA;ENTRADA;PERMANENTE;ÁUSTRIA;1
PA;ENTRADA;VISITANTE;ALEMANHA;44
PA;ENTRADA;VISITANTE;ARGENTINA;16
