UF;NACIONALIDADE;CLASSIFICACAO;QTD
DF;ARGENTINA;Provisório;1
DF;HONDURAS;Provisório;1
DF;LÍBANO;Temporário;1
DF;SRI LANKA;Provisório;1
DF;REP. CENTRO AFRICANA;Provisório;1
RJ;CHILE;Residente;2831
RJ;AFRICA DO SUL;Temporário;124
RJ;CHINA;Residente;5682
RJ;ARGENTINA;Residente;16020
RJ;ESTADOS UNIDOS;Residente;5516
RJ;ALEMANHA;Residente;3428
RJ;URUGUAI;Residente;2251
RJ;PORTUGAL;Residente;56692
RJ;ANGOLA;Residente;2458
RJ;HAITI;Residente;1417
RJ;FRANÇA;Residente;5398
RJ;CUBA;Residente;822
RJ;UCRÂNIA;Temporário;239
RJ;INDIA;Residente;340
RJ;CANADÁ;Residente;570
RJ;VENEZUELA;Residente;4481
RJ;CONGO;Residente;255
RJ;COLÔMBIA;Provisório;177
RJ;ITÁLIA;Residente;6903
RJ;SUÍCA;Residente;1126
RJ;PERU;Residente;2911
RJ;ROMÊNIA;Residente;160
RJ;COSTA RICA;Residente;91
RJ;PAÍSES BAIXOS;Residente;1056
RJ;SENEGAL;Residente;344
RJ;LITUÂNIA;Temporário;33
RJ;PARAGUAI;Residente;670
RJ;IRÃ;Residente;103
RJ;COLÔMBIA;Residente;3188
RJ;ESPANHA;Residente;6657
RJ;DINAMARCA;Residente;317
RJ;REINO UNIDO;Residente;2416
RJ;ANGOLA;Temporário;502
RJ;GANA;Residente;112
RJ;MÉXICO;Residente;802
RJ;RÚSSIA;Residente;1079
RJ;TRINIDAD E TOBAGO;Residente;38
RJ;CUBA;Provisório;323
RJ;TOGO;Residente;31
RJ;BOLÍVIA;Residente;1516
RJ;EL SALVADOR;Residente;71
RJ;INDONÉSIA;Residente;51
RJ;UCRÂNIA;Residente;88
RJ;CROÁCIA;Temporário;132
RJ;VENEZUELA;Temporário;1387
RJ;HAITI;Temporário;173
RJ;REINO UNIDO;Temporário;887
RJ;FILIPINAS;Temporário;1215
RJ;GUINÉ;Provisório;8
RJ;COLÔMBIA;Temporário;1749
RJ;AFEGANISTÃO;Residente;22
RJ;AUSTRÁLIA;Residente;292
RJ;NORUEGA;Residente;608
RJ;ESTADOS UNIDOS;Temporário;1177
RJ;NORUEGA;Temporário;430
RJ;EQUADOR;Residente;672
RJ;POLÔNIA;Temporário;497
RJ;SÍRIA;Residente;584
RJ;BÉLGICA;Residente;516
RJ;EGITO;Residente;105
RJ;AFRICA DO SUL;Residente;151
RJ;FILIPINAS;Residente;186
RJ;BENIN;Residente;50
RJ;BÉLGICA;Temporário;57
RJ;EQUADOR;Temporário;634
RJ;QUÊNIA;Temporário;15
RJ;CHINA;Temporário;549
RJ;NIGÉRIA;Residente;227
RJ;AUSTRÁLIA;Temporário;57
RJ;REP. DOMINICANA;Residente;78
RJ;POLÔNIA;Residente;411
RJ;HONDURAS;Temporário;16
RJ;REPÚBLICA TCHECA;Residente;56
RJ;JAPÃO;Residente;2116
RJ;PAQUISTÃO;Residente;87
RJ;CHILE;Temporário;785
RJ;CINGAPURA;Residente;51
RJ;TUNÍSIA;Residente;44
RJ;ITÁLIA;Temporário;330
RJ;AUSTRIA;Residente;445
RJ;RÚSSIA;Temporário;206
RJ;ARGENTINA;Temporário;1731
RJ;COSTA DO MARFIM;Residente;24
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;171
RJ;SAO TOMÉ E PRÍNCIPE;Residente;31
RJ;BELARUS;Residente;44
RJ;IRLANDA;Residente;156
RJ;MALÁSIA;Temporário;228
RJ;MÉXICO;Temporário;478
RJ;COSTA RICA;Temporário;11
RJ;FRANÇA;Temporário;995
RJ;GUINÉ BISSAU;Residente;76
RJ;MOÇAMBIQUE;Residente;73
RJ;VENEZUELA;Provisório;259
RJ;PERU;Temporário;955
RJ;GRÉCIA;Residente;231
RJ;ANGOLA;Provisório;33
RJ;SUÍCA;Temporário;53
RJ;AUSTRIA;Temporário;24
RJ;MARROCOS;Residente;136
RJ;ARGÉLIA;Residente;37
RJ;BOLÍVIA;Temporário;416
RJ;SAMOA OCIDENTAL;Residente;2
RJ;PANAMÁ;Residente;97
RJ;SÉRVIA;Residente;35
RJ;NOVA ZELÂNDIA;Temporário;18
RJ;GANA;Temporário;52
RJ;ESLOVÊNIA;Residente;15
RJ;JAPÃO;Temporário;88
RJ;CABO VERDE;Residente;122
RJ;MAURÍCIO;Residente;5
RJ;ISRAEL;Residente;233
RJ;REP. DOMINICANA;Temporário;170
RJ;SRI LANKA;Residente;8
RJ;ETIÓPIA;Residente;2
RJ;TAILÂNDIA;Residente;36
RJ;PORTUGAL;Temporário;594
RJ;INDIA;Temporário;667
RJ;TURQUIA;Residente;142
RJ;MALTA;Temporário;5
RJ;LUXEMBURGO;Residente;9
RJ;SUÉCIA;Residente;460
RJ;MOLDOVA;Residente;8
RJ;HONDURAS;Residente;47
RJ;BULGÁRIA;Temporário;78
RJ;RÚSSIA;Provisório;90
RJ;HUNGRIA;Residente;132
RJ;MALÁSIA;Residente;64
RJ;AFEGANISTÃO;Provisório;11
RJ;LÍBANO;Residente;558
RJ;ROMÊNIA;Temporário;154
RJ;CORÉIA DO SUL;Residente;238
RJ;CANADÁ;Temporário;124
RJ;DINAMARCA;Temporário;101
RJ;GUINÉ BISSAU;Temporário;35
RJ;BENIN;Temporário;28
RJ;MOÇAMBIQUE;Temporário;121
RJ;NICARÁGUA;Residente;78
RJ;LITUÂNIA;Residente;62
RJ;FINLÂNDIA;Residente;122
RJ;APÁTRIDA;Residente;89
RJ;TURQUIA;Temporário;207
RJ;CROÁCIA;Residente;37
RJ;TANZÂNIA;Temporário;6
RJ;NOVA ZELÂNDIA;Residente;78
RJ;ALEMANHA;Temporário;364
RJ;SUÉCIA;Temporário;35
RJ;FIJI, ILHAS;Residente;1
RJ;GUATEMALA;Residente;58
RJ;IÊMEN;Residente;13
RJ;CORÉIA DO SUL;Temporário;44
RJ;PALESTINA;Residente;27
RJ;TAIWAN, PROVINCIA DA CHINA;Residente;13
RJ;PARAGUAI;Temporário;192
RJ;GRÉCIA;Temporário;23
RJ;JAMAICA;Residente;6
RJ;ESPANHA;Temporário;157
RJ;EGITO;Temporário;17
RJ;ZIMBÁBUE;Residente;9
RJ;TURCOMENISTÃO;Residente;1
RJ;CONGO;Temporário;30
RJ;ZIMBÁBUE;Provisório;1
RJ;BANGLADESH;Temporário;15
RJ;ARGENTINA;Provisório;25
RJ;ESTÔNIA;Residente;26
RJ;ISLÂNDIA;Residente;6
RJ;BENIN;Provisório;7
RJ;IRÃ;Temporário;29
RJ;CAMARÕES;Temporário;8
RJ;IRAQUE;Residente;62
RJ;FINLÂNDIA;Temporário;26
RJ;VIETINA;Residente;21
RJ;JAMAICA;Temporário;11
RJ;SENEGAL;Temporário;11
RJ;ARÁBIA SAUDITA;Residente;8
RJ;TRINIDAD E TOBAGO;Temporário;28
RJ;IRLANDA;Temporário;43
RJ;GABÃO;Temporário;20
RJ;QUÊNIA;Residente;13
RJ;GEÓRGIA;Temporário;8
RJ;TAILÂNDIA;Provisório;3
RJ;AZERBAIJÃO;Temporário;12
RJ;BULGÁRIA;Residente;31
RJ;PAÍSES BAIXOS;Temporário;133
RJ;CINGAPURA;Temporário;79
RJ;LÍBANO;Temporário;8
RJ;LIBÉRIA;Residente;19
RJ;ARGÉLIA;Temporário;5
RJ;CUBA;Temporário;66
RJ;CHINA;Provisório;11
RJ;CABO VERDE;Temporário;40
RJ;PORTO RICO;Residente;6
RJ;JORDÂNIA;Residente;56
RJ;TREGUA, ESTADO;Residente;1
RJ;INDONÉSIA;Temporário;131
RJ;MALI;Residente;8
RJ;GUINÉ;Residente;27
RJ;ESLOVÁQUIA;Residente;17
RJ;GUATEMALA;Temporário;11
RJ;PAQUISTÃO;Temporário;22
RJ;CAMARÕES;Residente;49
RJ;ALBÂNIA;Residente;6
RJ;LETÔNIA;Temporário;63
RJ;REP. MONTENEGRO;Temporário;3
RJ;URUGUAI;Provisório;5
RJ;MYANMAR;Temporário;67
RJ;MARROCOS;Provisório;30
RJ;ARMÊNIA;Residente;15
RJ;ISRAEL;Temporário;7
RJ;MALTA;Residente;5
RJ;CAZAQUISTÃO;Residente;27
RJ;MÉXICO;Provisório;11
RJ;NIGÉRIA;Provisório;10
RJ;SUAZILÂNDIA;Residente;1
RJ;LÍBANO;Provisório;1
RJ;PANAMÁ;Temporário;22
RJ;GUIANA;Residente;5
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;14
RJ;LETÔNIA;Residente;15
RJ;ISLÂNDIA;Temporário;7
RJ;GUIANA FRANCESA;Residente;38
RJ;TOGO;Temporário;1
RJ;AZERBAIJÃO;Residente;2
RJ;TCHECOSLOVAQUIA;Residente;40
RJ;ESLOVÊNIA;Temporário;4
RJ;LIECHTENSTEIN;Residente;8
RJ;TUNÍSIA;Temporário;9
RJ;EQUADOR;Provisório;12
RJ;QUIRGUISTÃO;Residente;9
RJ;COSTA DO MARFIM;Temporário;8
RJ;ESTADOS UNIDOS;Provisório;14
RJ;GEÓRGIA;Residente;7
RJ;LÍBIA;Residente;21
RJ;PALESTINA;Provisório;1
RJ;VIETNAM DO NORTE;Residente;6
RJ;MARROCOS;Temporário;6
RJ;BANGLADESH;Residente;22
RJ;BÓSNIA-HERZEGOVINA;Residente;3
RJ;NIGÉRIA;Temporário;70
RJ;TAILÂNDIA;Temporário;42
RJ;NAMÍBIA;Residente;3
RJ;TURQUIA;Provisório;10
RJ;PAÍSES BAIXOS;Provisório;2
RJ;PERU;Provisório;14
RJ;DOMINICA;Residente;5
RJ;ESLOVÁQUIA;Temporário;4
RJ;UGANDA;Residente;7
RJ;HUNGRIA;Temporário;8
RJ;GABÃO;Residente;7
RJ;SENEGAL;Provisório;9
RJ;PORTUGAL;Provisório;4
RJ;GANA;Provisório;9
RJ;NAMÍBIA;Temporário;6
RJ;SAN MARINO;Residente;2
RJ;SERVIA E MONTENEGRO;Residente;83
RJ;FRANÇA;Provisório;7
RJ;REP. DOMINICANA;Provisório;23
RJ;BURKINA FASO;Residente;9
RJ;SERRA LEOA;Residente;14
RJ;FILIPINAS;Provisório;9
RJ;GUINÉ EQUATORIAL;Temporário;9
RJ;ROMÊNIA;Provisório;1
RJ;ANDORRA;Residente;2
RJ;BAHAMA,IS;Residente;3
RJ;ZÂMBIA;Residente;7
RJ;VIETINA;Temporário;9
RJ;HAITI;Provisório;1
RJ;FEROES, IS;Residente;2
RJ;SAO TOMÉ E PRÍNCIPE;Temporário;14
RJ;REP. CENTRO AFRICANA;Residente;2
RJ;UZBEQUISTÃO;Residente;17
RJ;ITÁLIA;Provisório;3
RJ;IUGUSLAVIA;Residente;1
RJ;HONG-KONG (R.A.E.);Residente;5
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;11
RJ;BURKINA FASO;Temporário;1
RJ;CONGO;Provisório;6
RJ;BANGLADESH;Provisório;15
RJ;CAZAQUISTÃO;Temporário;14
RJ;ILHAS CAYMAN;Provisório;1
RJ;SURINAME;Residente;3
RJ;PAQUISTÃO;Provisório;7
RJ;MONGÓLIA;Residente;1
RJ;GABÃO;Provisório;1
RJ;SUDÃO;Residente;6
RJ;GUIANA;Temporário;10
RJ;ESTÔNIA;Temporário;7
RJ;TUNÍSIA;Provisório;27
RJ;MOÇAMBIQUE;Provisório;2
RJ;INDIA;Provisório;3
RJ;REPÚBLICA TCHECA;Temporário;16
RJ;IRÃ;Provisório;10
RJ;ARMÊNIA;Temporário;1
RJ;CHILE;Provisório;2
RJ;BHUTAN;Residente;1
RJ;RUANDA;Residente;2
RJ;NÍGER;Residente;4
RJ;TOGO;Provisório;3
RJ;UNIÃO SOVIÉTICA;Residente;16
RJ;PANAMÁ, ZONA DO CANAL;Residente;1
RJ;TURCOMENISTÃO;Temporário;1
RJ;SANTA HELENA;Residente;1
RJ;HONDURAS;Provisório;1
RJ;SOMÁLIA;Residente;1
RJ;ARGÉLIA;Provisório;1
RJ;AFRICA DO SUL;Provisório;7
RJ;SÉRVIA;Temporário;4
RJ;CAZAQUISTÃO;Provisório;7
RJ;SÍRIA;Provisório;7
RJ;AFEGANISTÃO;Temporário;13
RJ;ETIÓPIA;Temporário;2
RJ;ISRAEL;Provisório;5
RJ;BOLÍVIA;Provisório;6
RJ;COSTA DO MARFIM;Provisório;1
RJ;URUGUAI;Temporário;9
RJ;LUXEMBURGO;Temporário;2
RJ;KUAITE;Residente;2
RJ;SURINAME;Temporário;1
RJ;REINO UNIDO;Provisório;2
RJ;POLÔNIA;Provisório;4
RJ;BAREINE;Residente;1
RJ;PARAGUAI;Provisório;3
RJ;CHIPRE;Residente;1
RJ;UCRÂNIA;Provisório;3
RJ;UZBEQUISTÃO;Temporário;1
RJ;JORDÂNIA;Provisório;1
RJ;RUANDA;Temporário;3
RJ;DOMINICA;Temporário;1
RJ;BURUNDI;Residente;2
RJ;POLINÉSIA FRANCESA;Residente;1
RJ;BELARUS;Provisório;7
RJ;GUINÉ EQUATORIAL;Residente;1
RJ;GUADALUPE;Residente;1
RJ;NICARÁGUA;Provisório;2
RJ;MOLDOVA;Provisório;1
RJ;TURCAS E CAICOS;Residente;1
RJ;BARBADOS;Residente;4
RJ;AUSTRIA;Provisório;1
RJ;MASCATE;Residente;1
RJ;GUATEMALA;Provisório;1
RJ;GRANADA;Residente;3
RJ;ALEMANHA;Provisório;3
RJ;ZIMBÁBUE;Temporário;1
RJ;TAIWAN, PROVINCIA DA CHINA;Temporário;5
RJ;CAMARÕES;Provisório;2
RJ;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
RJ;MACEDÔNIA;Residente;3
RJ;SÍRIA;Temporário;17
RJ;ANTÍGUA;Residente;1
RJ;POLÔNIA;Residente;1
RJ;MADAGASCAR;Residente;3
RJ;ESPANHA;Provisório;1
RJ;EL SALVADOR;Temporário;3
RJ;ERITRÉIA;Provisório;1
RJ;MALÁSIA;Provisório;1
RJ;BÓSNIA-HERZEGOVINA;Temporário;2
RJ;EGITO;Provisório;1
RJ;IÊMEN;Provisório;1
RJ;HONG-KONG (R.A.E.);Provisório;1
RJ;MACEDÔNIA;Provisório;1
RS;URUGUAI;Residente;34909
RS;URUGUAI;Fronteiriço;7278
RS;VENEZUELA;Residente;31442
RS;CUBA;Provisório;3874
RS;PALESTINA;Residente;160
RS;JORDÂNIA;Residente;441
RS;BOLÍVIA;Residente;371
RS;URUGUAI;Provisório;76
RS;CUBA;Residente;1418
RS;ARGENTINA;Residente;11506
RS;ITÁLIA;Residente;1131
RS;ESPANHA;Residente;696
RS;PANAMÁ;Residente;42
RS;COLÔMBIA;Residente;2344
RS;VENEZUELA;Provisório;1310
RS;SÍRIA;Residente;74
RS;APÁTRIDA;Residente;69
RS;COLÔMBIA;Temporário;1187
RS;ALEMANHA;Residente;1137
RS;PERU;Temporário;358
RS;PALESTINA;Provisório;12
RS;REINO UNIDO;Residente;275
RS;LÍBANO;Residente;121
RS;POLÔNIA;Residente;238
RS;BOLÍVIA;Temporário;115
RS;IÊMEN;Residente;9
RS;HAITI;Residente;14785
RS;TCHECOSLOVAQUIA;Residente;6
RS;VENEZUELA;Temporário;23413
RS;TUNÍSIA;Provisório;18
RS;FRANÇA;Residente;358
RS;ESTADOS UNIDOS;Residente;904
RS;ISRAEL;Residente;33
RS;SUDÃO;Residente;19
RS;COLÔMBIA;Provisório;97
RS;JAPÃO;Residente;786
RS;GRÉCIA;Residente;57
RS;SENEGAL;Residente;3045
RS;PARAGUAI;Residente;982
RS;ROMÊNIA;Residente;47
RS;CUBA;Temporário;109
RS;EQUADOR;Residente;290
RS;PORTUGAL;Residente;1601
RS;PERU;Residente;923
RS;CHINA;Residente;676
RS;CHILE;Residente;1255
RS;PARAGUAI;Temporário;462
RS;AUSTRÁLIA;Residente;67
RS;PAQUISTÃO;Temporário;45
RS;SERVIA E MONTENEGRO;Residente;15
RS;ANGOLA;Residente;132
RS;MADAGASCAR;Temporário;3
RS;ARGÉLIA;Residente;4
RS;MARROCOS;Residente;74
RS;TUNÍSIA;Residente;36
RS;EQUADOR;Temporário;167
RS;EGITO;Residente;40
RS;RÚSSIA;Residente;140
RS;EL SALVADOR;Residente;53
RS;SÍRIA;Temporário;1
RS;CORÉIA DO SUL;Residente;163
RS;URUGUAI;Temporário;73
RS;ARGENTINA;Provisório;42
RS;SUÍCA;Residente;105
RS;AUSTRIA;Residente;79
RS;INFNI;Residente;1
RS;BOLÍVIA;Provisório;1
RS;ANGOLA;Temporário;249
RS;MÉXICO;Residente;180
RS;MARROCOS;Provisório;52
RS;GUINÉ EQUATORIAL;Temporário;4
RS;ARÁBIA SAUDITA;Residente;2
RS;MÉXICO;Provisório;13
RS;ANGOLA;Provisório;10
RS;NICARÁGUA;Provisório;1
RS;SENEGAL;Temporário;71
RS;NICARÁGUA;Residente;47
RS;JORDÂNIA;Temporário;1
RS;HONDURAS;Residente;50
SP;QUIRGUISTÃO;Temporário;5
SP;MAURÍCIO;Temporário;43
SP;RUANDA;Temporário;6
SP;ARMÊNIA;Temporário;1
SP;SAMOA AMERICANA;Temporário;4
SP;REP. MONTENEGRO;Provisório;1
SP;CAMBOJA;Temporário;1
SP;MOLDOVA;Temporário;2
SP;REP. MONTENEGRO;Temporário;3
SP;Montenegro;Residente;3
SP;SERRA LEOA;Temporário;1
SP;ANDORRA;Residente;3
SP;REP. MONTENEGRO;Residente;3
SP;BOTSUANA;Temporário;3
SP;ANTARTICO BRITANICO,TERRITORIO;Residente;1
RJ;GÂMBIA;Residente;2
RJ;NAMÍBIA;Provisório;2
RJ;NICARÁGUA;Temporário;1
RJ;TANZÂNIA;Residente;2
RJ;JAMAICA;Provisório;1
SP;TIMOR LESTE;Residente;1
RS;REP. DOMINICANA;Provisório;109
RS;MÉXICO;Temporário;42
RS;BANGLADESH;Residente;247
RS;REP. DOMINICANA;Residente;163
RS;HAITI;Temporário;1390
RS;UCRÂNIA;Residente;31
RS;GUINÉ BISSAU;Temporário;123
RS;PORTUGAL;Temporário;41
RS;NEPAL;Residente;5
RS;ESTADOS UNIDOS;Temporário;211
RS;CHINA;Temporário;64
RS;ARGENTINA;Temporário;853
RS;CANADÁ;Residente;132
RS;CONGO;Temporário;48
RS;ESPANHA;Temporário;42
RS;ALEMANHA;Temporário;48
RS;MOÇAMBIQUE;Residente;37
RS;BENIN;Provisório;3
RS;BÉLGICA;Temporário;7
RS;TOGO;Residente;24
RS;AFRICA DO SUL;Residente;22
RS;MOÇAMBIQUE;Temporário;175
RS;HAITI;Provisório;24
RS;CABO VERDE;Residente;35
RS;SURINAME;Residente;4
RS;PAÍSES BAIXOS;Residente;176
RS;TURQUIA;Residente;64
RS;REP. DOMINICANA;Temporário;8
RS;CHILE;Temporário;145
RS;CROÁCIA;Residente;8
RS;COSTA DO MARFIM;Residente;14
RS;SUÉCIA;Residente;49
RS;CANADÁ;Temporário;4
RS;IRLANDA;Residente;33
RS;REPÚBLICA TCHECA;Residente;13
RS;FILIPINAS;Provisório;13
RS;GUINÉ BISSAU;Residente;106
RS;NIGÉRIA;Residente;41
RS;PANAMÁ;Temporário;7
RS;SENEGAL;Provisório;68
RS;NOVA ZELÂNDIA;Residente;24
RS;INDIA;Residente;45
RS;SAO TOMÉ E PRÍNCIPE;Residente;4
RS;MALÁSIA;Residente;41
RS;AFEGANISTÃO;Temporário;8
RS;AFEGANISTÃO;Residente;21
RS;FINLÂNDIA;Residente;9
RS;EQUADOR;Provisório;10
RS;ITÁLIA;Temporário;52
RS;COSTA DO MARFIM;Temporário;5
RS;BENIN;Temporário;25
RS;CONGO;Provisório;14
RS;TURQUIA;Temporário;4
RS;FILIPINAS;Residente;59
RS;ROMÊNIA;Temporário;4
RS;FRANÇA;Temporário;30
RS;ESLOVÁQUIA;Residente;5
RS;CABO VERDE;Temporário;36
RS;QUIRGUISTÃO;Residente;1
RS;BÉLGICA;Residente;58
RS;GANA;Temporário;27
RS;BENIN;Residente;18
RS;GUATEMALA;Residente;27
RS;GUINÉ;Residente;44
RS;GÂMBIA;Residente;21
RS;MALI;Residente;11
RS;NIGÉRIA;Temporário;65
RS;TOGO;Provisório;16
RS;COSTA RICA;Temporário;9
RS;COSTA RICA;Residente;38
RS;CONGO;Residente;22
RS;BARBADOS;Residente;1
RS;GANA;Residente;218
RS;INDONÉSIA;Residente;15
RS;HONDURAS;Temporário;14
RS;PERU;Provisório;26
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;12
RS;DINAMARCA;Residente;24
RS;SURINAME;Temporário;4
RS;AUSTRIA;Temporário;5
RS;INDIA;Provisório;1
RS;GÂMBIA;Provisório;8
RS;BULGÁRIA;Residente;8
RS;SERRA LEOA;Residente;7
RS;CINGAPURA;Residente;3
RS;VIETNAM DO NORTE;Residente;1
RS;AFRICA DO SUL;Temporário;3
RS;UCRÂNIA;Temporário;9
RS;POLÔNIA;Temporário;9
RS;ALBÂNIA;Residente;6
RS;HUNGRIA;Residente;16
RS;ESTADOS UNIDOS;Provisório;3
RS;MAURITÂNIA;Residente;3
RS;ETIÓPIA;Residente;1
RS;MARROCOS;Temporário;3
RS;BAHAMA,IS;Residente;1
RS;CORÉIA DO SUL;Temporário;8
RS;PAQUISTÃO;Residente;54
RS;NORUEGA;Residente;19
RS;EL SALVADOR;Provisório;4
RS;JAPÃO;Temporário;7
RS;SAO TOMÉ E PRÍNCIPE;Temporário;6
RS;SUÍCA;Temporário;7
RS;MAURITÂNIA;Provisório;13
RS;UNIÃO SOVIÉTICA;Residente;11
RS;FILIPINAS;Temporário;9
RS;BURKINA FASO;Residente;3
RS;SÉRVIA;Residente;6
RS;BANGLADESH;Temporário;14
RS;RÚSSIA;Temporário;12
RS;SUÉCIA;Temporário;7
RS;TANZÂNIA;Residente;1
RS;ALEMANHA;Provisório;6
RS;AUSTRÁLIA;Temporário;4
RS;TAIWAN, PROVINCIA DA CHINA;Residente;17
RS;IRÃ;Residente;18
RS;ARMÊNIA;Residente;3
RS;BUTÃO;Residente;3
RS;LIBÉRIA;Residente;1
RS;MALTA;Residente;1
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;4
RS;TRINIDAD E TOBAGO;Temporário;1
RS;BHUTAN;Residente;2
RS;BELARUS;Residente;8
RS;CAMARÕES;Residente;9
RS;SOMÁLIA;Residente;2
RS;LITUÂNIA;Residente;9
RS;PARAGUAI;Provisório;3
RS;INDIA;Temporário;14
RS;GUATEMALA;Temporário;8
RS;TAILÂNDIA;Residente;9
RS;IRAQUE;Residente;14
RS;TRINIDAD E TOBAGO;Residente;3
RS;HONG-KONG (R.A.E.);Residente;13
RS;VIETINA;Residente;4
RS;REINO UNIDO;Temporário;7
RS;LETÔNIA;Residente;8
RS;GUIANA;Temporário;4
RS;MAURÍCIO;Residente;1
RS;HONDURAS;Provisório;2
RS;CHINA;Provisório;5
RS;ESTÔNIA;Residente;4
RS;UGANDA;Temporário;1
RS;NAMÍBIA;Temporário;2
RS;VIETINA;Temporário;2
RS;TAIWAN, PROVINCIA DA CHINA;Temporário;2
RS;ESPANHA;Provisório;3
RS;MONGÓLIA;Temporário;2
RS;GABÃO;Temporário;4
RS;GABÃO;Residente;1
RS;PAÍSES BAIXOS;Temporário;14
RS;GRANADA;Residente;1
RS;EL SALVADOR;Temporário;3
RS;FINLÂNDIA;Temporário;3
RS;REPÚBLICA TCHECA;Temporário;1
RS;CAMBOJA;Residente;1
RS;SÍRIA;Provisório;1
RS;ISRAEL;Temporário;4
RS;LUXEMBURGO;Residente;4
RS;JAMAICA;Temporário;5
RS;SUAZILÂNDIA;Residente;1
RS;LÍBANO;Temporário;2
RS;LÍBANO;Provisório;3
RS;SÉRVIA;Temporário;5
RS;GUINÉ EQUATORIAL;Residente;1
RS;REP. MONTENEGRO;Residente;1
RS;GUATEMALA;Provisório;1
RS;BANGLADESH;Provisório;10
RS;LÍBIA;Residente;4
RS;EMIRADOS ÁRABES;Temporário;1
RS;NORUEGA;Temporário;4
RS;ZIMBÁBUE;Residente;3
RS;SANTA LÚCIA;Residente;1
RS;ISLÂNDIA;Residente;1
RS;QUIRGUISTÃO;Temporário;1
RS;BÓSNIA-HERZEGOVINA;Residente;1
RS;DINAMARCA;Temporário;2
RS;GANA;Provisório;85
PR;VENEZUELA;Residente;49150
PR;VENEZUELA;Temporário;46105
PR;COLÔMBIA;Residente;3037
PR;AUSTRÁLIA;Residente;80
PR;CHINA;Residente;3120
PR;BANGLADESH;Temporário;206
PR;JAPÃO;Residente;2813
PR;TUNÍSIA;Residente;76
PR;PORTUGAL;Residente;3620
PR;IRAQUE;Residente;40
PR;URUGUAI;Residente;1013
PR;ARGENTINA;Residente;7243
PR;HAITI;Residente;18858
PR;PARAGUAI;Residente;12559
PR;PAQUISTÃO;Residente;127
PR;HAITI;Temporário;3136
PR;ESPANHA;Residente;1226
PR;COLÔMBIA;Temporário;2143
PR;ITÁLIA;Residente;1631
PR;CUBA;Residente;1896
PR;MAURITÂNIA;Provisório;87
PR;GANA;Provisório;90
PR;MÉXICO;Residente;337
PR;BELARUS;Residente;26
PR;ESTADOS UNIDOS;Temporário;253
PR;CUBA;Provisório;17513
PR;ANGOLA;Temporário;412
PR;BOLÍVIA;Residente;1031
PR;CHILE;Residente;1595
PR;ESTADOS UNIDOS;Residente;1391
PR;INDIA;Residente;315
PR;BANGLADESH;Residente;619
PR;IRLANDA;Residente;35
PR;POLÔNIA;Residente;671
PR;SENEGAL;Residente;829
PR;TURQUIA;Residente;111
PR;INDIA;Temporário;146
PR;ESLOVÁQUIA;Residente;15
PR;RÚSSIA;Residente;329
PR;EGITO;Residente;285
PR;REP. DOMINICANA;Residente;78
PR;GUINÉ BISSAU;Residente;171
PR;URUGUAI;Temporário;28
PR;BANGLADESH;Provisório;90
PR;MOÇAMBIQUE;Temporário;153
PR;REINO UNIDO;Residente;450
PR;LÍBANO;Residente;3181
PR;PERU;Residente;1649
PR;FILIPINAS;Residente;137
PR;GABÃO;Residente;3
PR;PAÍSES BAIXOS;Residente;535
PR;MOÇAMBIQUE;Residente;49
PR;IRÃ;Residente;86
PR;VENEZUELA;Provisório;1598
PR;TAIWAN, PROVINCIA DA CHINA;Temporário;14
PR;SÍRIA;Residente;817
PR;ALEMANHA;Residente;1527
PR;PERU;Temporário;696
PR;GANA;Residente;94
PR;JORDÂNIA;Residente;122
PR;FRANÇA;Residente;745
PR;SUÍCA;Residente;274
PR;BOLÍVIA;Temporário;294
PR;REP. DOMINICANA;Provisório;80
PR;ANGOLA;Residente;452
PR;PARAGUAI;Temporário;6793
PR;BENIN;Provisório;11
PR;LÍBANO;Provisório;209
PR;MÉXICO;Provisório;4
PR;ROMÊNIA;Residente;102
PR;EL SALVADOR;Residente;65
PR;GUINÉ BISSAU;Temporário;104
PR;MARROCOS;Residente;228
PR;CORÉIA DO SUL;Residente;488
PR;MADAGASCAR;Residente;3
PR;ARGÉLIA;Residente;25
PR;CONGO;Temporário;51
PR;CHILE;Temporário;208
PR;BÉLGICA;Residente;151
PR;ARGENTINA;Temporário;347
PR;TOGO;Provisório;38
PR;LETÔNIA;Residente;13
PR;UCRÂNIA;Residente;168
PR;GUINÉ;Residente;55
PR;EQUADOR;Residente;273
PR;SAO TOMÉ E PRÍNCIPE;Residente;9
PR;DINAMARCA;Residente;72
PR;NEPAL;Residente;5
PR;GUIANA;Residente;22
PR;PORTUGAL;Temporário;77
PR;CAMARÕES;Temporário;7
PR;GUINÉ EQUATORIAL;Temporário;10
PR;NORUEGA;Residente;33
PR;MARROCOS;Provisório;128
PR;SERRA LEOA;Provisório;17
PR;TUNÍSIA;Provisório;46
PR;UCRÂNIA;Temporário;85
PR;CINGAPURA;Residente;9
PR;CUBA;Temporário;249
