UF;NACIONALIDADE;CLASSIFICACAO;QTD
SE;PORTUGAL;Temporário;14
SE;CUBA;Residente;105
SE;MÉXICO;Temporário;26
SE;VENEZUELA;Temporário;48
SE;PARAGUAI;Residente;14
SE;SUÉCIA;Residente;5
SE;REP. DOMINICANA;Residente;4
SE;FRANÇA;Residente;66
SE;PAQUISTÃO;Temporário;2
SE;CHINA;Residente;177
SE;LETÔNIA;Temporário;1
SE;ZÂMBIA;Temporário;2
SE;BOLÍVIA;Residente;34
SE;SUÍCA;Residente;26
SE;POLÔNIA;Residente;4
SE;FILIPINAS;Temporário;15
SE;REINO UNIDO;Residente;31
SE;PAÍSES BAIXOS;Residente;27
SE;CHILE;Residente;62
SE;ANGOLA;Residente;17
SE;REINO UNIDO;Temporário;8
SE;PAÍSES BAIXOS;Temporário;3
SE;AUSTRIA;Residente;8
SE;GUINÉ BISSAU;Residente;2
SE;URUGUAI;Residente;31
SE;EQUADOR;Residente;21
SE;CUBA;Temporário;5
SE;BÉLGICA;Residente;27
SE;AUSTRÁLIA;Residente;8
SE;FRANÇA;Temporário;3
SE;CROÁCIA;Residente;2
SE;LÍBANO;Residente;3
SE;ESTADOS UNIDOS;Temporário;18
SE;RÚSSIA;Temporário;2
SE;FINLÂNDIA;Temporário;1
SE;RÚSSIA;Residente;15
SE;HUNGRIA;Residente;2
SE;FILIPINAS;Residente;1
SE;NORUEGA;Residente;3
SE;GUINÉ EQUATORIAL;Temporário;1
SE;MARROCOS;Residente;4
SE;SAO TOMÉ E PRÍNCIPE;Temporário;1
SE;MÉXICO;Residente;16
SE;GANA;Temporário;1
SE;POLÔNIA;Temporário;1
SE;INDIA;Residente;11
SE;HAITI;Residente;2
SE;NIGÉRIA;Residente;2
SE;RÚSSIA;Provisório;1
SE;AFEGANISTÃO;Temporário;6
SE;TURQUIA;Residente;4
SE;JAPÃO;Temporário;1
SE;PAQUISTÃO;Residente;2
SE;EGITO;Residente;3
SE;PARAGUAI;Temporário;2
SE;SÍRIA;Residente;2
SE;PANAMÁ;Residente;6
SE;BANGLADESH;Residente;1
SE;TUNÍSIA;Residente;2
SE;CAMARÕES;Residente;2
SE;CABO VERDE;Temporário;4
SE;BÉLGICA;Provisório;1
SE;MOÇAMBIQUE;Temporário;4
SE;CINGAPURA;Residente;1
SE;BOTSUANA;Temporário;1
SE;CHINA;Temporário;8
SE;TAILÂNDIA;Residente;2
SE;TURQUIA;Provisório;10
SE;ITÁLIA;Temporário;2
SE;ARGÉLIA;Residente;3
SE;REINO UNIDO;Provisório;1
SE;ESTADOS UNIDOS;Provisório;3
SE;CHINA;Provisório;1
SE;JAMAICA;Temporário;1
SE;CORÉIA DO SUL;Residente;10
SE;ROMÊNIA;Temporário;2
SE;URUGUAI;Temporário;3
SE;IRÃ;Residente;4
SE;QUÊNIA;Residente;1
SE;NIGÉRIA;Temporário;1
SE;BOLÍVIA;Temporário;7
SE;NOVA ZELÂNDIA;Residente;2
SE;COSTA RICA;Temporário;1
SE;EGITO;Temporário;1
SE;AUSTRIA;Temporário;1
SE;GRÉCIA;Residente;3
SE;DINAMARCA;Temporário;1
SE;RUANDA;Residente;4
SE;REP. DOMINICANA;Provisório;1
SE;TOGO;Residente;1
SE;CHILE;Temporário;5
SE;MOÇAMBIQUE;Provisório;1
SE;VENEZUELA;Provisório;2
SE;DINAMARCA;Residente;4
SE;EL SALVADOR;Residente;2
SE;GUINÉ;Provisório;1
SE;CABO VERDE;Residente;1
SE;BULGÁRIA;Residente;3
SE;MOÇAMBIQUE;Residente;4
SE;INDIA;Temporário;1
SE;TUNÍSIA;Provisório;5
SE;SENEGAL;Residente;3
SE;FINLÂNDIA;Residente;3
SE;SAO TOMÉ E PRÍNCIPE;Residente;2
SE;NICARÁGUA;Residente;3
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;1
SE;GUINÉ BISSAU;Temporário;5
SE;MALI;Temporário;1
SE;QUÊNIA;Temporário;1
SE;GANA;Residente;2
SE;MARROCOS;Temporário;2
SE;EQUADOR;Temporário;8
SE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
SE;ESPANHA;Temporário;5
SE;ISLÂNDIA;Residente;1
SE;CORÉIA DO SUL;Temporário;1
SE;HAITI;Temporário;1
SE;AFEGANISTÃO;Residente;1
SE;SENEGAL;Temporário;1
SE;UCRÂNIA;Residente;1
SE;GUATEMALA;Residente;2
SE;HONDURAS;Residente;5
SE;ALEMANHA;Temporário;1
SE;JORDÂNIA;Residente;1
SE;TURQUIA;Temporário;1
SE;GUIANA FRANCESA;Residente;1
SE;ETIÓPIA;Residente;1
SE;MARROCOS;Provisório;1
SE;COSTA RICA;Residente;1
SE;BANGLADESH;Temporário;1
SE;CANADÁ;Temporário;1
SE;LITUÂNIA;Residente;1
SE;AFRICA DO SUL;Residente;1
SE;LITUÂNIA;Temporário;1
PB;COLÔMBIA;Temporário;337
PB;VENEZUELA;Residente;1074
PB;URUGUAI;Residente;73
PB;CHINA;Residente;123
PB;VENEZUELA;Temporário;426
PB;PORTUGAL;Residente;653
PB;IRLANDA;Residente;26
PB;COSTA RICA;Temporário;2
PB;ARÁBIA SAUDITA;Residente;1
PB;COLÔMBIA;Residente;411
PB;PERU;Residente;100
PB;BENIN;Residente;8
PB;ARGENTINA;Residente;411
PB;AFEGANISTÃO;Temporário;2
PB;HAITI;Temporário;9
PB;ESPANHA;Residente;130
PB;SUÉCIA;Residente;42
PB;BOLÍVIA;Residente;66
PB;SUÍCA;Residente;80
PB;ESTADOS UNIDOS;Residente;283
PB;CUBA;Residente;131
PB;FILIPINAS;Residente;8
PB;ITÁLIA;Residente;378
PB;ANGOLA;Temporário;45
PB;ALEMANHA;Residente;196
PB;CHINA;Temporário;6
PB;SAO TOMÉ E PRÍNCIPE;Residente;1
PB;ANGOLA;Residente;25
PB;CONGO;Temporário;52
PB;INDIA;Residente;48
PB;CABO VERDE;Residente;12
PB;CANADÁ;Residente;45
PB;AUSTRIA;Residente;11
PB;REINO UNIDO;Residente;94
PB;CONGO;Residente;6
PB;PAÍSES BAIXOS;Residente;93
PB;CAMARÕES;Temporário;14
PB;ARGENTINA;Temporário;42
PB;PARAGUAI;Residente;27
PB;GUINÉ BISSAU;Residente;18
PB;BOLÍVIA;Temporário;4
PB;ESPANHA;Temporário;15
PB;PANAMÁ;Residente;7
PB;MOÇAMBIQUE;Temporário;18
PB;PERU;Temporário;28
PB;GUINÉ BISSAU;Temporário;51
PB;PORTUGAL;Temporário;76
PB;MÉXICO;Residente;27
PB;CHILE;Residente;95
PB;SURINAME;Residente;3
PB;ALEMANHA;Temporário;9
PB;CUBA;Provisório;84
PB;CAMARÕES;Residente;3
PB;ESTADOS UNIDOS;Temporário;74
PB;CABO VERDE;Temporário;14
PB;GABÃO;Temporário;7
PB;NORUEGA;Residente;25
PB;VENEZUELA;Provisório;125
PB;BÉLGICA;Residente;43
PB;FRANÇA;Residente;156
PB;NOVA ZELÂNDIA;Residente;4
PB;HAITI;Provisório;2
PB;JAMAICA;Residente;2
PB;TAILÂNDIA;Provisório;1
PB;NIGÉRIA;Temporário;13
PB;SAO TOMÉ E PRÍNCIPE;Temporário;4
PB;JAMAICA;Temporário;5
PB;EQUADOR;Residente;14
PB;JAPÃO;Residente;22
PB;MARROCOS;Residente;16
PB;RÚSSIA;Residente;41
PB;LUXEMBURGO;Residente;3
PB;POLÔNIA;Residente;9
PB;CUBA;Temporário;8
PB;GUINÉ EQUATORIAL;Temporário;13
PB;PAÍSES BAIXOS;Temporário;3
PB;IRÃ;Residente;8
PB;GEÓRGIA;Residente;1
PB;BENIN;Temporário;13
PB;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;8
PB;SENEGAL;Temporário;4
PB;BOTSUANA;Temporário;1
PB;EL SALVADOR;Residente;7
PB;SENEGAL;Residente;12
PB;GÂMBIA;Residente;1
PB;GANA;Residente;5
PB;ESLOVÁQUIA;Residente;3
PB;GRÉCIA;Residente;6
PB;GUINÉ BISSAU;Provisório;2
PB;MARROCOS;Temporário;1
PB;COSTA DO MARFIM;Temporário;1
PB;QUÊNIA;Temporário;3
PB;EGITO;Residente;9
PB;KUAITE;Temporário;1
PB;COSTA RICA;Residente;8
PB;BÉLGICA;Temporário;3
PB;GUIANA;Temporário;1
PB;ESLOVÊNIA;Residente;3
PB;PAQUISTÃO;Residente;2
PB;PAQUISTÃO;Temporário;1
PB;SÍRIA;Temporário;2
PB;FINLÂNDIA;Residente;8
PB;EQUADOR;Temporário;12
PB;PALESTINA;Residente;1
PB;INDIA;Temporário;1
PB;CHILE;Temporário;22
PB;REINO UNIDO;Temporário;3
PB;HONDURAS;Temporário;7
PB;LITUÂNIA;Residente;1
PB;GANA;Temporário;3
PB;MADAGASCAR;Temporário;1
PB;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;1
PB;ITÁLIA;Temporário;12
PB;ISRAEL;Temporário;1
PB;BURKINA FASO;Temporário;3
PB;UCRÂNIA;Residente;14
PB;CORÉIA DO SUL;Residente;14
PB;NICARÁGUA;Residente;5
PB;TUNÍSIA;Residente;7
PB;TURQUIA;Residente;11
PB;ARGÉLIA;Residente;3
PB;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
PB;BANGLADESH;Temporário;1
RS;ARGENTINA;Fronteiriço;35
RS;BANGLADESH;Provisório;10
RS;REP. DOMINICANA;Temporário;9
RS;LIECHTENSTEIN;Residente;2
RS;ESLOVÊNIA;Residente;1
BA;ISRAEL;Temporário;2
BA;ISRAEL;Provisório;5
BA;SEYCHELLES;Residente;1
BA;ESLOVÁQUIA;Provisório;1
BA;REINO UNIDO;Provisório;2
BA;POLÔNIA;Provisório;1
BA;PAÍSES BAIXOS;Provisório;1
BA;MÉXICO;Provisório;2
BA;REPÚBLICA TCHECA;Provisório;2
BA;URUGUAI;Provisório;1
BA;BELARUS;Temporário;2
BA;PARAGUAI;Provisório;1
BA;ESLOVÊNIA;Temporário;1
BA;BÉLGICA;Provisório;1
MS;NICARÁGUA;Temporário;1
MS;GUINÉ BISSAU;Provisório;1
MS;PALESTINA;Provisório;2
MS;SENEGAL;Temporário;5
MS;QUÊNIA;Temporário;1
MS;CROÁCIA;Residente;1
MS;SENEGAL;Provisório;1
MS;SOMÁLIA;Temporário;1
MS;CHIPRE;Residente;1
MS;SOMÁLIA;Residente;1
MS;TANZÂNIA;Temporário;1
MS;CHINA;Provisório;1
MS;GANA;Provisório;2
MS;GUIANA;Temporário;1
MS;BOTSUANA;Temporário;1
MS;FINLÂNDIA;Residente;2
MS;UZBEQUISTÃO;Residente;1
PB;ISRAEL;Residente;5
PB;EQUADOR;Provisório;13
PB;MALI;Temporário;1
PB;ISLÂNDIA;Residente;2
PB;COLÔMBIA;Provisório;8
PB;PERU;Provisório;1
PB;CANADÁ;Provisório;1
PB;LÍBANO;Residente;6
PB;TURQUIA;Provisório;11
PB;COSTA DO MARFIM;Residente;7
PB;FRANÇA;Temporário;20
PB;NORUEGA;Temporário;4
PB;GUATEMALA;Residente;5
PB;TAILÂNDIA;Residente;1
PB;REPÚBLICA TCHECA;Residente;1
PB;MALTA;Residente;2
PB;TUNÍSIA;Provisório;1
PB;DINAMARCA;Residente;2
PB;PARAGUAI;Temporário;16
PB;AUSTRÁLIA;Residente;6
PB;SUÍCA;Temporário;4
PB;TOGO;Temporário;3
PB;TURQUIA;Temporário;1
PB;CHINA;Provisório;1
PB;LUXEMBURGO;Temporário;1
PB;INDONÉSIA;Residente;4
PB;ROMÊNIA;Temporário;1
PB;HUNGRIA;Residente;5
PB;REP. DOMINICANA;Residente;3
PB;BAHAMA,IS;Residente;1
PB;MÉXICO;Temporário;11
PB;CAMARÕES;Provisório;1
PB;POLÔNIA;Temporário;4
PB;ROMÊNIA;Residente;4
PB;NIGÉRIA;Residente;4
PB;CONGO;Provisório;3
PB;CORÉIA DO SUL;Temporário;1
PB;SÉRVIA;Residente;2
PB;TANZÂNIA;Residente;4
PB;RÚSSIA;Provisório;5
PB;ARGENTINA;Provisório;1
PB;AUSTRÁLIA;Temporário;1
PB;HAITI;Residente;5
PB;PANAMÁ;Temporário;1
PB;RÚSSIA;Temporário;1
PB;NICARÁGUA;Provisório;1
PB;MOÇAMBIQUE;Residente;2
PB;FILIPINAS;Temporário;1
PB;GUATEMALA;Temporário;1
PB;EGITO;Provisório;1
PB;BELARUS;Temporário;1
PB;HONDURAS;Residente;3
PB;LÍBANO;Provisório;1
PB;DOMINICA;Residente;1
PB;URUGUAI;Temporário;1
PB;SERVIA E MONTENEGRO;Residente;1
PB;CANADÁ;Temporário;2
PB;PANAMÁ;Provisório;1
PB;BENIN;Provisório;1
PB;AUSTRIA;Temporário;1
PB;ALBÂNIA;Residente;1
PB;ITÁLIA;Provisório;1
PB;LIBÉRIA;Residente;1
PB;ZÂMBIA;Residente;2
PB;BULGÁRIA;Residente;1
PB;TIMOR LESTE;Residente;1
PB;TONGA;Temporário;1
PB;UCRÂNIA;Temporário;2
PB;JORDÂNIA;Residente;1
PB;FINLÂNDIA;Temporário;1
PB;APÁTRIDA;Residente;1
PB;AFEGANISTÃO;Residente;4
PB;NIGÉRIA;Provisório;1
PB;LETÔNIA;Residente;1
PB;CAZAQUISTÃO;Residente;1
PB;PORTO RICO;Residente;1
PB;POLÔNIA;Provisório;1
PB;ESPANHA;Provisório;1
PB;MACEDÔNIA;Temporário;1
PB;SÍRIA;Residente;1
RO;BOLÍVIA;Temporário;2418
RO;BOLÍVIA;Residente;4228
RO;VENEZUELA;Temporário;2751
RO;ESTADOS UNIDOS;Residente;199
RO;COLÔMBIA;Temporário;139
RO;VENEZUELA;Provisório;210
RO;VENEZUELA;Residente;4096
RO;HAITI;Residente;592
RO;PAQUISTÃO;Residente;7
RO;ARGENTINA;Temporário;16
RO;CANADÁ;Residente;20
RO;CUBA;Residente;252
RO;FRANÇA;Residente;29
RO;PERU;Temporário;84
RO;SUÍCA;Residente;4
RO;PORTUGAL;Residente;298
RO;COLÔMBIA;Residente;252
RO;ALEMANHA;Temporário;2
RO;PERU;Residente;342
RO;ESPANHA;Provisório;1
RO;SENEGAL;Residente;24
RO;CHINA;Residente;48
RO;CUBA;Provisório;250
RO;PORTUGAL;Temporário;6
RO;GUINÉ BISSAU;Temporário;7
RO;LÍBANO;Residente;23
RO;ESPANHA;Residente;102
RO;COLÔMBIA;Provisório;22
RO;ESTADOS UNIDOS;Temporário;12
RO;ITÁLIA;Residente;76
RO;PARAGUAI;Residente;65
RO;SÍRIA;Residente;3
RO;MOÇAMBIQUE;Residente;2
RO;MALAVI;Residente;1
RO;CHILE;Provisório;2
RO;HAITI;Temporário;31
RO;CABO VERDE;Residente;5
RO;NOVA ZELÂNDIA;Residente;2
RO;ALEMANHA;Residente;61
RO;EQUADOR;Temporário;9
RO;CHINA;Provisório;1
RO;POLÔNIA;Residente;5
RO;JAPÃO;Residente;62
RO;MARROCOS;Provisório;10
RO;NICARÁGUA;Residente;1
RO;ARGENTINA;Provisório;2
RO;MÉXICO;Residente;18
RO;URUGUAI;Residente;17
RO;EQUADOR;Provisório;6
RO;PAÍSES BAIXOS;Residente;12
RO;CHILE;Residente;31
RO;GUATEMALA;Residente;4
RO;MALÁSIA;Residente;1
RO;EQUADOR;Residente;19
RO;SRI LANKA;Residente;1
RO;REINO UNIDO;Residente;17
RO;URUGUAI;Temporário;2
RO;MÉXICO;Provisório;1
RO;QUÊNIA;Residente;1
RO;CHINA;Temporário;16
RO;CORÉIA DO SUL;Residente;5
RO;PERU;Provisório;10
RO;HONDURAS;Residente;2
RO;PARAGUAI;Temporário;4
RO;LUXEMBURGO;Residente;2
RO;MOÇAMBIQUE;Temporário;13
RO;ANGOLA;Residente;8
RO;HONDURAS;Temporário;1
RO;ARGENTINA;Residente;50
RO;GUATEMALA;Temporário;2
RO;ALBÂNIA;Residente;1
RO;BÉLGICA;Residente;3
RO;INDIA;Residente;8
RO;GRÉCIA;Residente;4
RO;SERRA LEOA;Provisório;4
RO;RÚSSIA;Residente;12
RO;UGANDA;Residente;1
RO;ROMÊNIA;Residente;5
RO;AUSTRÁLIA;Residente;5
RO;IRLANDA;Residente;7
RO;CONGO;Residente;2
RO;BANGLADESH;Provisório;2
RO;ERITRÉIA;Provisório;1
RO;MÉXICO;Temporário;2
RO;ISRAEL;Residente;1
RO;ANGOLA;Temporário;4
RO;MARROCOS;Residente;6
RO;REP. DOMINICANA;Provisório;3
RO;SURINAME;Residente;1
RO;GUIANA;Residente;3
RO;SUÉCIA;Residente;1
RO;REPÚBLICA TCHECA;Residente;1
RO;FILIPINAS;Residente;2
RO;GUIANA FRANCESA;Residente;2
RO;NORUEGA;Residente;3
RO;TURQUIA;Residente;9
RO;GUIANA;Temporário;2
RO;CAMARÕES;Temporário;1
RO;EGITO;Residente;13
RO;ZÂMBIA;Residente;1
RO;LÍBANO;Provisório;1
RO;CUBA;Temporário;8
RO;HUNGRIA;Residente;1
RO;HAITI;Provisório;1
RO;APÁTRIDA;Residente;2
RO;BOLÍVIA;Provisório;2
RO;BULGÁRIA;Residente;1
RO;AUSTRIA;Residente;3
RO;PARAGUAI;Provisório;1
RO;ITÁLIA;Provisório;1
RJ;BELIZE;Residente;1
BA;ARÁBIA SAUDITA;Residente;1
RO;BOLÍVIA;Fronteiriço;96
MG;EL SALVADOR;Provisório;2
MG;LUXEMBURGO;Temporário;1
RN;ARGENTINA;Residente;2208
RN;ITÁLIA;Residente;1155
RN;TURQUIA;Residente;10
RN;ESPANHA;Residente;624
RN;INDIA;Temporário;17
RN;VENEZUELA;Residente;490
RN;ESTADOS UNIDOS;Residente;334
RN;COLÔMBIA;Residente;631
RN;PORTUGAL;Residente;1035
RN;ALEMANHA;Temporário;21
RN;NORUEGA;Residente;211
RN;ALEMANHA;Residente;286
RN;COLÔMBIA;Temporário;493
RN;CHILE;Temporário;101
RN;PARAGUAI;Residente;34
RN;ESPANHA;Temporário;27
RN;PAÍSES BAIXOS;Residente;159
RN;JAPÃO;Residente;34
RN;CONGO;Temporário;9
RN;CUBA;Residente;163
RN;CHILE;Residente;232
RN;PERU;Residente;128
RN;SUÍCA;Residente;150
RN;TANZÂNIA;Residente;1
RN;URUGUAI;Residente;368
RN;BOLÍVIA;Residente;133
RN;SUÉCIA;Residente;91
RN;COSTA RICA;Residente;17
RN;VENEZUELA;Temporário;196
RN;ARGENTINA;Temporário;282
RN;ESTADOS UNIDOS;Temporário;87
RN;PERU;Temporário;18
RN;FRANÇA;Residente;376
RN;ANGOLA;Temporário;13
RN;CUBA;Temporário;6
RN;EGITO;Residente;7
RN;MÉXICO;Residente;36
RN;PORTUGAL;Temporário;119
RN;BÉLGICA;Residente;85
RN;REINO UNIDO;Residente;150
RN;GUINÉ BISSAU;Residente;14
RN;GUINÉ BISSAU;Temporário;13
RN;CHINA;Residente;171
RN;EL SALVADOR;Residente;4
RN;EQUADOR;Residente;77
RN;NIGÉRIA;Residente;18
RN;NEPAL;Temporário;1
RN;POLÔNIA;Residente;18
RN;NORUEGA;Temporário;7
RN;CUBA;Provisório;91
RN;CAMARÕES;Residente;1
RN;EQUADOR;Temporário;13
RN;ANDORRA;Residente;2
RN;NICARÁGUA;Residente;11
RN;FRANÇA;Temporário;25
RN;MARROCOS;Residente;13
RN;GABÃO;Temporário;2
RN;ESPANHA;Provisório;1
RN;LIBÉRIA;Residente;1
RN;ITÁLIA;Temporário;16
RN;CHINA;Temporário;27
RN;GANA;Residente;3
RN;CORÉIA DO SUL;Residente;19
RN;SÍRIA;Temporário;3
RN;GUINÉ EQUATORIAL;Temporário;4
RN;COSTA RICA;Temporário;2
RN;SUÉCIA;Temporário;11
RN;IRLANDA;Residente;14
RN;BÉLGICA;Temporário;9
RN;UCRÂNIA;Residente;4
RN;DINAMARCA;Residente;14
RN;GRÉCIA;Residente;10
RN;BOLÍVIA;Temporário;15
RN;CANADÁ;Residente;52
RN;HUNGRIA;Residente;14
RN;CABO VERDE;Residente;20
RN;HAITI;Temporário;7
RN;SENEGAL;Residente;16
RN;AUSTRIA;Residente;28
RN;PARAGUAI;Temporário;4
RN;POLÔNIA;Temporário;1
RN;HAITI;Residente;9
RN;BENIN;Temporário;5
RN;ARMÊNIA;Residente;2
RN;HONDURAS;Residente;7
RN;ISRAEL;Residente;10
RN;PANAMÁ;Residente;6
RN;INDIA;Residente;15
RN;URUGUAI;Temporário;1
RN;ISRAEL;Temporário;1
RN;LUXEMBURGO;Temporário;2
RN;REPÚBLICA TCHECA;Residente;2
RN;PAÍSES BAIXOS;Temporário;5
RN;APÁTRIDA;Residente;3
RN;ESTÔNIA;Residente;2
RN;GUINÉ;Residente;3
RN;MAURITÂNIA;Residente;2
RN;GRÉCIA;Temporário;1
RN;FINLÂNDIA;Residente;9
RN;IRAQUE;Residente;2
RN;TUNÍSIA;Residente;1
RN;ANGOLA;Residente;19
RN;SÍRIA;Residente;9
RN;AFEGANISTÃO;Residente;2
RN;REP. DOMINICANA;Temporário;1
RN;BÉLGICA;Provisório;1
RN;SÉRVIA;Residente;3
RN;RÚSSIA;Temporário;7
RN;ISLÂNDIA;Residente;1
RN;GABÃO;Residente;2
RN;TAILÂNDIA;Temporário;1
RN;NOVA ZELÂNDIA;Residente;4
RN;GUIANA;Residente;1
RN;RÚSSIA;Residente;18
RN;MOÇAMBIQUE;Temporário;10
RN;SAO TOMÉ E PRÍNCIPE;Residente;1
RN;COLÔMBIA;Provisório;2
RN;NIGÉRIA;Temporário;5
RN;NOVA ZELÂNDIA;Temporário;3
RN;SURINAME;Residente;3
RN;CABO VERDE;Temporário;12
RN;COSTA DO MARFIM;Residente;1
RN;FILIPINAS;Residente;5
RN;AUSTRÁLIA;Residente;7
RN;TOGO;Temporário;1
RN;AUSTRÁLIA;Temporário;5
RN;SUÍCA;Temporário;6
RN;MOÇAMBIQUE;Residente;4
RN;ARÁBIA SAUDITA;Residente;1
RN;ROMÊNIA;Residente;8
RN;FRANÇA;Provisório;1
RN;TURCOMENISTÃO;Residente;1
RN;MÉXICO;Temporário;10
RN;BOLÍVIA;Provisório;2
RN;NEPAL;Residente;1
RN;TAILÂNDIA;Residente;3
RN;AFRICA DO SUL;Residente;7
RN;UCRÂNIA;Temporário;5
RN;LÍBANO;Residente;12
RN;AFRICA DO SUL;Temporário;3
RN;GEÓRGIA;Residente;1
RN;URUGUAI;Provisório;1
RN;PANAMÁ;Temporário;2
RN;CAMARÕES;Temporário;2
RN;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;4
RN;VENEZUELA;Provisório;11
RN;GANA;Provisório;1
RN;TCHECOSLOVAQUIA;Residente;1
RN;IRÃ;Residente;2
RN;PAQUISTÃO;Temporário;3
RN;CABO VERDE;Provisório;2
RN;BULGÁRIA;Residente;2
RN;PAQUISTÃO;Residente;4
RN;LUXEMBURGO;Residente;3
RN;ITÁLIA;Provisório;1
RN;GUATEMALA;Temporário;3
RN;IRLANDA;Temporário;1
RN;SENEGAL;Temporário;1
RN;REP. DOMINICANA;Residente;3
RN;TURQUIA;Temporário;2
RN;NACIONALIDADE INDEFINIDA;Residente;1
RN;ZÂMBIA;Residente;4
RN;ETIÓPIA;Temporário;4
RN;CROÁCIA;Residente;1
RN;ARGÉLIA;Residente;3
RN;NIGÉRIA;Provisório;2
RN;MONGÓLIA;Residente;2
RN;UGANDA;Temporário;1
RN;GUIANA FRANCESA;Temporário;2
RN;FINLÂNDIA;Temporário;1
RN;BULGÁRIA;Temporário;1
RN;TRINIDAD E TOBAGO;Residente;1
RN;REINO UNIDO;Temporário;1
RN;AUSTRIA;Temporário;1
RN;ESLOVÁQUIA;Residente;1
RN;MALTA;Residente;1
RN;HUNGRIA;Temporário;1
RN;MACEDÔNIA;Temporário;1
RN;DINAMARCA;Temporário;1
RN;BÓSNIA-HERZEGOVINA;Residente;1
RN;VIETINA;Residente;1
RN;PAÍSES BAIXOS;Provisório;1
RN;JORDÂNIA;Residente;2
RN;ARGENTINA;Provisório;1
RN;GUATEMALA;Residente;1
RS;SUDÃO;Provisório;2
TO;ESPANHA;Residente;99
TO;VENEZUELA;Residente;219
TO;ESTADOS UNIDOS;Residente;70
TO;CHINA;Residente;25
TO;CUBA;Residente;182
TO;PORTUGAL;Residente;166
TO;AUSTRIA;Residente;5
TO;IRÃ;Residente;2
TO;MÉXICO;Residente;19
TO;JAPÃO;Residente;12
TO;ALEMANHA;Residente;29
TO;CHINA;Temporário;6
TO;BOLÍVIA;Residente;40
TO;COLÔMBIA;Residente;140
TO;ARGENTINA;Residente;38
TO;VENEZUELA;Temporário;169
TO;COLÔMBIA;Temporário;95
TO;CUBA;Provisório;63
TO;LÍBANO;Residente;5
TO;FRANÇA;Residente;29
TO;SUÍCA;Residente;28
TO;ITÁLIA;Residente;48
TO;PERU;Residente;34
TO;PARAGUAI;Residente;15
TO;IRLANDA;Residente;5
TO;PARAGUAI;Temporário;4
TO;SENEGAL;Residente;8
TO;EGITO;Residente;3
TO;PAÍSES BAIXOS;Residente;10
TO;PALESTINA;Residente;1
TO;PAÍSES BAIXOS;Temporário;1
TO;ANGOLA;Temporário;11
TO;PORTUGAL;Temporário;10
TO;ARGÉLIA;Residente;2
TO;POLÔNIA;Residente;7
TO;REINO UNIDO;Residente;16
TO;APÁTRIDA;Residente;3
TO;CUBA;Temporário;9
TO;JORDÂNIA;Residente;2
TO;CHILE;Residente;17
TO;SÍRIA;Residente;6
TO;BOLÍVIA;Temporário;22
TO;NORUEGA;Residente;6
TO;SERVIA E MONTENEGRO;Residente;1
TO;MALÁSIA;Residente;1
TO;HAITI;Residente;6
TO;ESTADOS UNIDOS;Temporário;1
TO;RÚSSIA;Provisório;1
TO;NOVA ZELÂNDIA;Residente;1
TO;ANGOLA;Residente;10
TO;HAITI;Temporário;4
TO;BÉLGICA;Residente;9
TO;GRÉCIA;Residente;2
TO;BOLÍVIA;Provisório;1
TO;TURQUIA;Residente;5
TO;MARROCOS;Residente;6
PR;SRI LANKA;Residente;1
PR;SOMÁLIA;Residente;2
PR;SUÍCA;Provisório;1
PR;GUINÉ;Temporário;2
PR;BURKINA FASO;Provisório;8
PR;LITUÂNIA;Temporário;1
PA;SURINAME;Provisório;1
PA;MADAGASCAR;Residente;1
PA;NACIONALIDADE INDEFINIDA;Provisório;1
PA;TOGO;Temporário;1
PA;ESTADOS UNIDOS;Provisório;1
PA;PAPUA, NOVA GUINÉ;Residente;1
PA;GUIANA FRANCESA;Provisório;1
PA;APÁTRIDA;Residente;1
BA;LESOTO;Temporário;4
MT;MADAGASCAR;Temporário;2
MT;GÂMBIA;Residente;1
MT;ARMÊNIA;Provisório;1
MT;BULGÁRIA;Residente;1
MT;EGITO;Provisório;1
AL;ESPANHA;Residente;100
AL;CUBA;Provisório;84
AL;SUÍCA;Residente;81
AL;CABO VERDE;Residente;13
AL;ALEMANHA;Residente;101
AL;PAÍSES BAIXOS;Residente;44
AL;CUBA;Residente;116
AL;COLÔMBIA;Residente;236
AL;ITÁLIA;Residente;559
AL;ARGENTINA;Residente;537
AL;REINO UNIDO;Residente;38
AL;URUGUAI;Residente;63
AL;PORTUGAL;Residente;382
AL;CABO VERDE;Temporário;12
AL;TUNÍSIA;Residente;1
AL;GUINÉ BISSAU;Residente;13
AL;CUBA;Temporário;12
AL;FRANÇA;Residente;108
AL;ESTADOS UNIDOS;Temporário;51
AL;COLÔMBIA;Temporário;303
AL;CHINA;Residente;140
AL;BELARUS;Residente;1
AL;VENEZUELA;Temporário;119
AL;CHILE;Residente;75
AL;ITÁLIA;Temporário;33
AL;SUÉCIA;Residente;12
AL;PARAGUAI;Temporário;5
AL;IRLANDA;Residente;4
AL;DINAMARCA;Residente;8
AL;VENEZUELA;Residente;171
AL;CHINA;Temporário;25
