UF_ATENDIMENTO;TIPO;CLASSIFICACAO;NACIONALIDADE;TOTAL
RJ;SAIDA;PERMANENTE;BELIZE;1
RJ;SAIDA;PERMANENTE;BENIN;5
RJ;SAIDA;PERMANENTE;BOLÍVIA;37
RJ;SAIDA;PERMANENTE;BULGÁRIA;12
RJ;SAIDA;PERMANENTE;BÉLGICA;27
RJ;SAIDA;PERMANENTE;BÓSNIA E HERZEGOVINA;1
RJ;SAIDA;PERMANENTE;CABO VERDE;1
RJ;SAIDA;PERMANENTE;CANADÁ;57
RJ;SAIDA;PERMANENTE;CAZAQUISTÃO;1
RJ;SAIDA;PERMANENTE;CHILE;184
RJ;SAIDA;PERMANENTE;CHINA;224
RJ;SAIDA;PERMANENTE;COLÔMBIA;184
RJ;SAIDA;PERMANENTE;CONGO;1
RJ;SAIDA;PERMANENTE;CORÉIA DO SUL;12
RJ;SAIDA;PERMANENTE;COSTA DO MARFIM;2
RJ;SAIDA;PERMANENTE;COSTA RICA;6
RJ;SAIDA;PERMANENTE;CROÁCIA;26
RJ;SAIDA;PERMANENTE;CUBA;11
RJ;SAIDA;PERMANENTE;DINAMARCA;35
RJ;SAIDA;PERMANENTE;EGITO;2
RJ;SAIDA;PERMANENTE;EL SALVADOR;2
RJ;SAIDA;PERMANENTE;EQUADOR;88
RJ;SAIDA;PERMANENTE;ESLOVÊNIA;2
RJ;SAIDA;PERMANENTE;ESPANHA;120
RJ;SAIDA;PERMANENTE;ESTADOS UNIDOS;498
RJ;SAIDA;PERMANENTE;ESTÔNIA;1
RJ;SAIDA;PERMANENTE;ETIÓPIA;1
RJ;SAIDA;PERMANENTE;FILIPINAS;51
RJ;SAIDA;PERMANENTE;FINLÂNDIA;8
RJ;SAIDA;PERMANENTE;FRANÇA;403
RJ;SAIDA;PERMANENTE;GANA;2
RJ;SAIDA;PERMANENTE;GEÓRGIA;1
RJ;SAIDA;PERMANENTE;GRÉCIA;5
RJ;SAIDA;PERMANENTE;GUATEMALA;2
RJ;SAIDA;PERMANENTE;GUIANA;2
RJ;SAIDA;PERMANENTE;HONDURAS;4
RJ;SAIDA;PERMANENTE;HUNGRIA;2
RJ;SAIDA;PERMANENTE;INDONÉSIA;4
RJ;SAIDA;PERMANENTE;IRLANDA;20
RJ;SAIDA;PERMANENTE;IRÃ;1
RJ;SAIDA;PERMANENTE;ISLÂNDIA;1
RJ;SAIDA;PERMANENTE;ISRAEL;3
RJ;SAIDA;PERMANENTE;ITÁLIA;201
RJ;SAIDA;PERMANENTE;JAMAICA;3
RJ;SAIDA;PERMANENTE;JAPÃO;30
RJ;SAIDA;PERMANENTE;KUWAIT;1
RJ;SAIDA;PERMANENTE;LETÔNIA;25
RJ;SAIDA;PERMANENTE;LITUÂNIA;9
RJ;SAIDA;PERMANENTE;LUXEMBURGO;2
RJ;SAIDA;PERMANENTE;LÍBANO;4
RJ;SAIDA;PERMANENTE;MADAGASCAR;1
RJ;SAIDA;PERMANENTE;MALTA;1
RJ;SAIDA;PERMANENTE;MALÁSIA;21
RJ;SAIDA;PERMANENTE;MARROCOS;1
RJ;SAIDA;PERMANENTE;MONTENEGRO;1
RJ;SAIDA;PERMANENTE;MOÇAMBIQUE;2
RJ;SAIDA;PERMANENTE;MÉXICO;50
RJ;SAIDA;PERMANENTE;NICARÁGUA;2
RJ;SAIDA;PERMANENTE;NIGÉRIA;5
RJ;SAIDA;PERMANENTE;NORUEGA;127
RJ;SAIDA;PERMANENTE;NOVA ZELÂNDIA;3
RJ;SAIDA;PERMANENTE;PANAMÁ;8
RJ;SAIDA;PERMANENTE;PAQUISTÃO;1
RJ;SAIDA;PERMANENTE;PARAGUAI;23
RJ;SAIDA;PERMANENTE;PAÍSES BAIXOS;110
RJ;SAIDA;PERMANENTE;PERU;146
RJ;SAIDA;PERMANENTE;POLÔNIA;137
RJ;SAIDA;PERMANENTE;PORTUGAL;249
RJ;SAIDA;PERMANENTE;REINO UNIDO;303
RJ;SAIDA;PERMANENTE;REPÚBLICA DEMOCRÁTICA DO CONGO;1
RJ;SAIDA;PERMANENTE;REPÚBLICA DOMINICANA;8
RJ;SAIDA;PERMANENTE;REPÚBLICA TCHECA;4
RJ;SAIDA;PERMANENTE;ROMÊNIA;36
RJ;SAIDA;PERMANENTE;RUANDA;1
RJ;SAIDA;PERMANENTE;RÚSSIA;41
RJ;SAIDA;PERMANENTE;SENEGAL;1
RJ;SAIDA;PERMANENTE;SINGAPURA;3
RJ;SAIDA;PERMANENTE;SUÉCIA;25
RJ;SAIDA;PERMANENTE;SUÍÇA;56
RJ;SAIDA;PERMANENTE;SÃO TOMÉ E PRÍNCIPE;1
RJ;SAIDA;PERMANENTE;SÉRVIA;3
RJ;SAIDA;PERMANENTE;SÍRIA;1
RJ;SAIDA;PERMANENTE;TAILÂNDIA;2
RJ;SAIDA;PERMANENTE;TAIWAN;2
RJ;SAIDA;PERMANENTE;TRINIDAD E TOBAGO;9
RJ;SAIDA;PERMANENTE;TURQUIA;3
RJ;SAIDA;PERMANENTE;UCRÂNIA;44
RJ;SAIDA;PERMANENTE;URUGUAI;92
RJ;SAIDA;PERMANENTE;VENEZUELA;75
RJ;SAIDA;PERMANENTE;VIETNÃ;1
RJ;SAIDA;PERMANENTE;ÁFRICA DO SUL;6
RJ;SAIDA;PERMANENTE;ÁUSTRIA;12
RJ;SAIDA;PERMANENTE;ÍNDIA;73
RJ;SAIDA;VISITANTE;ALBÂNIA;24
RJ;SAIDA;VISITANTE;ALEMANHA;3998
RJ;SAIDA;VISITANTE;ANDORRA;5
RJ;SAIDA;VISITANTE;ANGOLA;7
RJ;SAIDA;VISITANTE;ANTÍGUA E BARBUDA;8
RJ;SAIDA;VISITANTE;ARGENTINA;123730
RJ;SAIDA;VISITANTE;ARGÉLIA;12
RJ;SAIDA;VISITANTE;ARMÊNIA;18
RJ;SAIDA;VISITANTE;ARÁBIA SAUDITA;15
RJ;SAIDA;VISITANTE;AUSTRÁLIA;1408
RJ;SAIDA;VISITANTE;AZERBAIJÃO;4
RJ;SAIDA;VISITANTE;BAHAMAS;15
RJ;SAIDA;VISITANTE;BANGLADESH;2
RJ;SAIDA;VISITANTE;BARBADOS;8
RJ;SAIDA;VISITANTE;BELARUS;31
RJ;SAIDA;VISITANTE;BELIZE;5
RJ;SAIDA;VISITANTE;BOLÍVIA;1438
RJ;SAIDA;VISITANTE;BRUNEI;1
RJ;SAIDA;VISITANTE;BULGÁRIA;131
RJ;SAIDA;VISITANTE;BURKINA FASO;1
RJ;SAIDA;VISITANTE;BÉLGICA;543
RJ;SAIDA;VISITANTE;BÓSNIA E HERZEGOVINA;19
RJ;SAIDA;VISITANTE;CABO VERDE;2
RJ;SAIDA;VISITANTE;CAMARÕES;2
RJ;SAIDA;VISITANTE;CANADÁ;2740
RJ;SAIDA;VISITANTE;CAZAQUISTÃO;34
RJ;SAIDA;VISITANTE;CHILE;42399
RJ;SAIDA;VISITANTE;CHINA;1010
RJ;SAIDA;VISITANTE;CHIPRE;34
RJ;SAIDA;VISITANTE;COLÔMBIA;6196
RJ;SAIDA;VISITANTE;CORÉIA DO SUL;796
RJ;SAIDA;VISITANTE;COSTA RICA;1032
RJ;SAIDA;VISITANTE;CROÁCIA;144
RJ;SAIDA;VISITANTE;CUBA;55
RJ;SAIDA;VISITANTE;DINAMARCA;575
RJ;SAIDA;VISITANTE;DOMINICA;7
RJ;SAIDA;VISITANTE;EGITO;30
RJ;SAIDA;VISITANTE;EL SALVADOR;99
RJ;SAIDA;VISITANTE;EMIRADOS ÁRABES UNIDOS;10
RJ;SAIDA;VISITANTE;EQUADOR;1087
RJ;SAIDA;VISITANTE;ESLOVÁQUIA;190
RJ;SAIDA;VISITANTE;ESLOVÊNIA;45
RJ;SAIDA;VISITANTE;ESPANHA;2600
RJ;SAIDA;VISITANTE;ESTADOS UNIDOS;19182
RJ;SAIDA;VISITANTE;ESTÔNIA;33
RJ;SAIDA;VISITANTE;ETIÓPIA;3
RJ;SAIDA;VISITANTE;FILIPINAS;111
RJ;SAIDA;VISITANTE;FINLÂNDIA;203
RJ;SAIDA;VISITANTE;FRANÇA;6853
RJ;SAIDA;VISITANTE;GANA;2
RJ;SAIDA;VISITANTE;GEÓRGIA;44
RJ;SAIDA;VISITANTE;GRANADA;3
RJ;SAIDA;VISITANTE;GRÉCIA;375
RJ;SAIDA;VISITANTE;GUATEMALA;446
RJ;SAIDA;VISITANTE;GUIANA;15
RJ;SAIDA;VISITANTE;GÂMBIA;1
RJ;SAIDA;VISITANTE;HAITI;8
RJ;SAIDA;VISITANTE;HONDURAS;131
RJ;SAIDA;VISITANTE;HONG KONG (R.A.E.);34
RJ;SAIDA;VISITANTE;HUNGRIA;251
RJ;SAIDA;VISITANTE;ILHAS FIJI;3
RJ;SAIDA;VISITANTE;INDONÉSIA;46
RJ;SAIDA;VISITANTE;IRAQUE;2
RJ;SAIDA;VISITANTE;IRLANDA;539
RJ;SAIDA;VISITANTE;IRÃ;16
RJ;SAIDA;VISITANTE;ISLÂNDIA;68
RJ;SAIDA;VISITANTE;ISRAEL;426
RJ;SAIDA;VISITANTE;ITÁLIA;4605
RJ;SAIDA;VISITANTE;IÊMEN;1
RJ;SAIDA;VISITANTE;JAMAICA;73
RJ;SAIDA;VISITANTE;JAPÃO;316
RJ;SAIDA;VISITANTE;JORDÂNIA;6
RJ;SAIDA;VISITANTE;KOSOVO;2
RJ;SAIDA;VISITANTE;KUWAIT;4
RJ;SAIDA;VISITANTE;LETÔNIA;35
RJ;SAIDA;VISITANTE;LIECHTENSTEIN;7
RJ;SAIDA;VISITANTE;LITUÂNIA;62
RJ;SAIDA;VISITANTE;LUXEMBURGO;61
RJ;SAIDA;VISITANTE;LÍBANO;33
RJ;SAIDA;VISITANTE;MACEDÔNIA;32
RJ;SAIDA;VISITANTE;MALTA;19
RJ;SAIDA;VISITANTE;MALÁSIA;90
RJ;SAIDA;VISITANTE;MARROCOS;93
RJ;SAIDA;VISITANTE;MAURÍCIO;5
RJ;SAIDA;VISITANTE;MOLDÁVIA OU MOLDOVA;6
RJ;SAIDA;VISITANTE;MONGÓLIA;17
RJ;SAIDA;VISITANTE;MONTENEGRO;19
RJ;SAIDA;VISITANTE;MOÇAMBIQUE;3
RJ;SAIDA;VISITANTE;MÉXICO;1841
RJ;SAIDA;VISITANTE;MÔNACO;2
RJ;SAIDA;VISITANTE;NEPAL;4
RJ;SAIDA;VISITANTE;NICARÁGUA;40
RJ;SAIDA;VISITANTE;NIGÉRIA;8
RJ;SAIDA;VISITANTE;NORUEGA;643
RJ;SAIDA;VISITANTE;NOVA ZELÂNDIA;257
RJ;SAIDA;VISITANTE;PANAMÁ;594
RJ;SAIDA;VISITANTE;PAQUISTÃO;12
RJ;SAIDA;VISITANTE;PARAGUAI;2869
RJ;SAIDA;VISITANTE;PAÍSES BAIXOS;1830
RJ;SAIDA;VISITANTE;PERU;4257
RJ;SAIDA;VISITANTE;POLÔNIA;1090
RJ;SAIDA;VISITANTE;PORTUGAL;3654
RJ;SAIDA;VISITANTE;QUIRGUISTÃO;1
RJ;SAIDA;VISITANTE;QUÊNIA;7
RJ;SAIDA;VISITANTE;REINO UNIDO;4369
RJ;SAIDA;VISITANTE;REPÚBLICA CENTRO AFRICANA;1
RJ;SAIDA;VISITANTE;REPÚBLICA DEMOCRÁTICA DO CONGO;2
RJ;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;184
RJ;SAIDA;VISITANTE;REPÚBLICA TCHECA;206
RJ;SAIDA;VISITANTE;ROMÊNIA;424
RJ;SAIDA;VISITANTE;RUANDA;2
RJ;SAIDA;VISITANTE;RÚSSIA;857
RJ;SAIDA;VISITANTE;SAN MARINO;1
RJ;SAIDA;VISITANTE;SANTA LÚCIA;3
RJ;SAIDA;VISITANTE;SENEGAL;5
RJ;SAIDA;VISITANTE;SINGAPURA;86
RJ;SAIDA;VISITANTE;SOMÁLIA;1
RJ;SAIDA;VISITANTE;SRI LANKA;2
RJ;SAIDA;VISITANTE;SURINAME;3
RJ;SAIDA;VISITANTE;SUÉCIA;1112
RJ;SAIDA;VISITANTE;SUÍÇA;1365
RJ;SAIDA;VISITANTE;SÃO CRISTOVÃO E NEVIS;3
RJ;SAIDA;VISITANTE;SÃO VICENTE E GRANADINAS;1
RJ;SAIDA;VISITANTE;SÉRVIA;201
RJ;SAIDA;VISITANTE;SÍRIA;2
RJ;SAIDA;VISITANTE;TADJIQUISTÃO;1
RJ;SAIDA;VISITANTE;TAILÂNDIA;43
RJ;SAIDA;VISITANTE;TAIWAN;23
RJ;SAIDA;VISITANTE;TANZÂNIA;3
RJ;SAIDA;VISITANTE;TOGO;1
RJ;SAIDA;VISITANTE;TRINIDAD E TOBAGO;23
RJ;SAIDA;VISITANTE;TUNÍSIA;65
RJ;SAIDA;VISITANTE;TURQUIA;160
RJ;SAIDA;VISITANTE;UCRÂNIA;178
RJ;SAIDA;VISITANTE;UGANDA;1
RJ;SAIDA;VISITANTE;URUGUAI;9203
RJ;SAIDA;VISITANTE;UZBEQUISTÃO;5
RJ;SAIDA;VISITANTE;VENEZUELA;2127
RJ;SAIDA;VISITANTE;VIETNÃ;4
RJ;SAIDA;VISITANTE;ZIMBÁBUE;5
RJ;SAIDA;VISITANTE;ÁFRICA DO SUL;139
RJ;SAIDA;VISITANTE;ÁUSTRIA;558
RJ;SAIDA;VISITANTE;ÍNDIA;199
RJ;SAIDA;VISITANTE;;2
RJ;SAIDA;VISITANTE;ALEMANHA;50
RJ;SAIDA;VISITANTE;ANGOLA;2
RJ;SAIDA;VISITANTE;ARGENTINA;216
RJ;SAIDA;VISITANTE;ARÁBIA SAUDITA;1
RJ;SAIDA;VISITANTE;AUSTRÁLIA;8
RJ;SAIDA;VISITANTE;AZERBAIJÃO;1
RJ;SAIDA;VISITANTE;BARBADOS;1
RJ;SAIDA;VISITANTE;BOLÍVIA;2
RJ;SAIDA;VISITANTE;BULGÁRIA;6
RJ;SAIDA;VISITANTE;BÉLGICA;17
RJ;SAIDA;VISITANTE;BÓSNIA E HERZEGOVINA;1
RJ;SAIDA;VISITANTE;CANADÁ;36
RJ;SAIDA;VISITANTE;CHILE;112
RJ;SAIDA;VISITANTE;CHINA;66
RJ;SAIDA;VISITANTE;COLÔMBIA;82
RJ;SAIDA;VISITANTE;CORÉIA DO SUL;22
RJ;SAIDA;VISITANTE;COSTA RICA;7
RJ;SAIDA;VISITANTE;CROÁCIA;11
RJ;SAIDA;VISITANTE;CUBA;4
RJ;SAIDA;VISITANTE;DINAMARCA;24
RJ;SAIDA;VISITANTE;EGITO;2
RJ;SAIDA;VISITANTE;EL SALVADOR;4
RJ;SAIDA;VISITANTE;EMIRADOS ÁRABES UNIDOS;1
RJ;SAIDA;VISITANTE;EQUADOR;12
RJ;SAIDA;VISITANTE;ESLOVÁQUIA;2
RJ;SAIDA;VISITANTE;ESPANHA;69
RJ;SAIDA;VISITANTE;ESTADOS UNIDOS;259
RJ;SAIDA;VISITANTE;ESTÔNIA;2
RJ;SAIDA;VISITANTE;FILIPINAS;67
RJ;SAIDA;VISITANTE;FINLÂNDIA;4
RJ;SAIDA;VISITANTE;FRANÇA;139
RJ;SAIDA;VISITANTE;GEÓRGIA;3
RJ;SAIDA;VISITANTE;GRANADA;1
RJ;SAIDA;VISITANTE;GRÉCIA;10
RJ;SAIDA;VISITANTE;GUATEMALA;4
RJ;SAIDA;VISITANTE;GUIANA;1
RJ;SAIDA;VISITANTE;HONDURAS;3
RJ;SAIDA;VISITANTE;HUNGRIA;4
RJ;SAIDA;VISITANTE;INDONÉSIA;5
RJ;SAIDA;VISITANTE;IRLANDA;17
RJ;SAIDA;VISITANTE;IRÃ;1
RJ;SAIDA;VISITANTE;ISRAEL;3
RJ;SAIDA;VISITANTE;ITÁLIA;83
RJ;SAIDA;VISITANTE;JAMAICA;1
RJ;SAIDA;VISITANTE;JAPÃO;11
RJ;SAIDA;VISITANTE;JORDÂNIA;1
RJ;SAIDA;VISITANTE;KOSOVO;2
RJ;SAIDA;VISITANTE;LITUÂNIA;2
RJ;SAIDA;VISITANTE;LUXEMBURGO;1
RJ;SAIDA;VISITANTE;LÍBANO;1
RJ;SAIDA;VISITANTE;LÍBIA;1
RJ;SAIDA;VISITANTE;MALÁSIA;5
RJ;SAIDA;VISITANTE;MARROCOS;1
RJ;SAIDA;VISITANTE;MONTENEGRO;1
RJ;SAIDA;VISITANTE;MÉXICO;58
RJ;SAIDA;VISITANTE;NICARÁGUA;2
RJ;SAIDA;VISITANTE;NORUEGA;67
RJ;SAIDA;VISITANTE;NOVA ZELÂNDIA;1
RJ;SAIDA;VISITANTE;PANAMÁ;7
RJ;SAIDA;VISITANTE;PARAGUAI;15
RJ;SAIDA;VISITANTE;PAÍSES BAIXOS;46
RJ;SAIDA;VISITANTE;PERU;32
RJ;SAIDA;VISITANTE;POLÔNIA;11
RJ;SAIDA;VISITANTE;PORTUGAL;36
RJ;SAIDA;VISITANTE;REINO UNIDO;135
RJ;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;14
RJ;SAIDA;VISITANTE;REPÚBLICA TCHECA;2
RJ;SAIDA;VISITANTE;ROMÊNIA;17
RJ;SAIDA;VISITANTE;RÚSSIA;11
RJ;SAIDA;VISITANTE;SANTA LÚCIA;1
RJ;SAIDA;VISITANTE;SINGAPURA;8
RJ;SAIDA;VISITANTE;SUÉCIA;21
RJ;SAIDA;VISITANTE;SUÍÇA;13
RJ;SAIDA;VISITANTE;SÉRVIA;1
RJ;SAIDA;VISITANTE;TAIWAN;3
RJ;SAIDA;VISITANTE;TRINIDAD E TOBAGO;2
RJ;SAIDA;VISITANTE;TUNÍSIA;1
RJ;SAIDA;VISITANTE;TURQUIA;6
RJ;SAIDA;VISITANTE;UCRÂNIA;13
RJ;SAIDA;VISITANTE;UGANDA;1
RJ;SAIDA;VISITANTE;URUGUAI;14
RJ;SAIDA;VISITANTE;VENEZUELA;9
RJ;SAIDA;VISITANTE;VIETNÃ;2
RJ;SAIDA;VISITANTE;ÁFRICA DO SUL;6
RJ;SAIDA;VISITANTE;ÁUSTRIA;10
RJ;SAIDA;VISITANTE;ÍNDIA;16
RJ;SAIDA;VISITANTE;ALEMANHA;12
RJ;SAIDA;VISITANTE;ARGENTINA;53
RJ;SAIDA;VISITANTE;BOLÍVIA;4
RJ;SAIDA;VISITANTE;BÉLGICA;1
RJ;SAIDA;VISITANTE;CANADÁ;4
RJ;SAIDA;VISITANTE;CAZAQUISTÃO;2
RJ;SAIDA;VISITANTE;CHILE;15
RJ;SAIDA;VISITANTE;COLÔMBIA;1
RJ;SAIDA;VISITANTE;EQUADOR;1
RJ;SAIDA;VISITANTE;ESLOVÁQUIA;1
RJ;SAIDA;VISITANTE;ESPANHA;5
RJ;SAIDA;VISITANTE;ESTADOS UNIDOS;7
RJ;SAIDA;VISITANTE;FILIPINAS;7
RJ;SAIDA;VISITANTE;FRANÇA;2
RJ;SAIDA;VISITANTE;ITÁLIA;15
RJ;SAIDA;VISITANTE;JAPÃO;2
RJ;SAIDA;VISITANTE;LUXEMBURGO;2
RJ;SAIDA;VISITANTE;LÍBANO;2
RJ;SAIDA;VISITANTE;MÉXICO;1
RJ;SAIDA;VISITANTE;NORUEGA;6
RJ;SAIDA;VISITANTE;PARAGUAI;5
RJ;SAIDA;VISITANTE;PERU;5
RJ;SAIDA;VISITANTE;PORTUGAL;1
RJ;SAIDA;VISITANTE;REINO UNIDO;10
RJ;SAIDA;VISITANTE;ROMÊNIA;3
RJ;SAIDA;VISITANTE;RÚSSIA;2
RJ;SAIDA;VISITANTE;SUÍÇA;2
RJ;SAIDA;VISITANTE;TURQUIA;2
RJ;SAIDA;VISITANTE;URUGUAI;6
RJ;SAIDA;VISITANTE;VENEZUELA;7
RJ;SAIDA;VISITANTE;ARGENTINA;18
RJ;SAIDA;VISITANTE;BÉLGICA;1
RJ;SAIDA;VISITANTE;CHILE;5
RJ;SAIDA;VISITANTE;COLÔMBIA;2
RJ;SAIDA;VISITANTE;COSTA DO MARFIM;1
RJ;SAIDA;VISITANTE;EQUADOR;2
RJ;SAIDA;VISITANTE;ESPANHA;2
RJ;SAIDA;VISITANTE;ESTADOS UNIDOS;3
RJ;SAIDA;VISITANTE;FRANÇA;1
RJ;SAIDA;VISITANTE;GUATEMALA;6
RJ;SAIDA;VISITANTE;GUIANA;1
RJ;SAIDA;VISITANTE;ISRAEL;2
RJ;SAIDA;VISITANTE;JAPÃO;2
RJ;SAIDA;VISITANTE;MÉXICO;1
RJ;SAIDA;VISITANTE;PAÍSES BAIXOS;2
RJ;SAIDA;VISITANTE;PERU;1
RJ;SAIDA;VISITANTE;PORTUGAL;2
RJ;SAIDA;VISITANTE;URUGUAI;9
RJ;SAIDA;VISITANTE;ALEMANHA;1
RJ;SAIDA;VISITANTE;CANADÁ;1
RJ;SAIDA;VISITANTE;COLÔMBIA;5
RJ;SAIDA;VISITANTE;EQUADOR;3
RJ;SAIDA;VISITANTE;ESTADOS UNIDOS;10
RJ;SAIDA;VISITANTE;IRLANDA;1
RJ;SAIDA;VISITANTE;ITÁLIA;2
RJ;SAIDA;VISITANTE;MÉXICO;1
RJ;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;1
RJ;SAIDA;OUTROS;ALBÂNIA;1
RJ;SAIDA;OUTROS;ALEMANHA;3
RJ;SAIDA;OUTROS;ARGENTINA;12
RJ;SAIDA;OUTROS;AUSTRÁLIA;1
RJ;SAIDA;OUTROS;BULGÁRIA;38
RJ;SAIDA;OUTROS;BÉLGICA;2
RJ;SAIDA;OUTROS;CANADÁ;8
RJ;SAIDA;OUTROS;CAZAQUISTÃO;4
RJ;SAIDA;OUTROS;CHILE;7
RJ;SAIDA;OUTROS;CHINA;120
RJ;SAIDA;OUTROS;CHIPRE;1
RJ;SAIDA;OUTROS;COLÔMBIA;4
RJ;SAIDA;OUTROS;CORÉIA DO SUL;21
RJ;SAIDA;OUTROS;CROÁCIA;24
RJ;SAIDA;OUTROS;DINAMARCA;7
RJ;SAIDA;OUTROS;EGITO;2
RJ;SAIDA;OUTROS;EL SALVADOR;7
RJ;SAIDA;OUTROS;EQUADOR;1
RJ;SAIDA;OUTROS;ESLOVÊNIA;1
RJ;SAIDA;OUTROS;ESPANHA;57
RJ;SAIDA;OUTROS;ESTADOS UNIDOS;10
RJ;SAIDA;OUTROS;ETIÓPIA;2
RJ;SAIDA;OUTROS;FILIPINAS;568
RJ;SAIDA;OUTROS;FRANÇA;9
RJ;SAIDA;OUTROS;GEÓRGIA;2
RJ;SAIDA;OUTROS;GRÉCIA;77
RJ;SAIDA;OUTROS;GUATEMALA;3
RJ;SAIDA;OUTROS;HONDURAS;29
RJ;SAIDA;OUTROS;INDONÉSIA;317
RJ;SAIDA;OUTROS;IRLANDA;1
RJ;SAIDA;OUTROS;ITÁLIA;115
RJ;SAIDA;OUTROS;JAMAICA;3
RJ;SAIDA;OUTROS;LETÔNIA;13
RJ;SAIDA;OUTROS;LITUÂNIA;6
RJ;SAIDA;OUTROS;MADAGASCAR;1
RJ;SAIDA;OUTROS;MALÁSIA;18
RJ;SAIDA;OUTROS;MARROCOS;4
RJ;SAIDA;OUTROS;MONTENEGRO;5
RJ;SAIDA;OUTROS;MÉXICO;29
RJ;SAIDA;OUTROS;NICARÁGUA;2
RJ;SAIDA;OUTROS;NORUEGA;64
RJ;SAIDA;OUTROS;PANAMÁ;5
RJ;SAIDA;OUTROS;PAÍSES BAIXOS;33
RJ;SAIDA;OUTROS;PERU;120
RJ;SAIDA;OUTROS;POLÔNIA;64
RJ;SAIDA;OUTROS;PORTUGAL;6
RJ;SAIDA;OUTROS;REINO UNIDO;88
RJ;SAIDA;OUTROS;REPÚBLICA DOMINICANA;3
RJ;SAIDA;OUTROS;REPÚBLICA TCHECA;1
RJ;SAIDA;OUTROS;ROMÊNIA;67
RJ;SAIDA;OUTROS;RÚSSIA;25
RJ;SAIDA;OUTROS;SANTA LÚCIA;1
RJ;SAIDA;OUTROS;SINGAPURA;1
RJ;SAIDA;OUTROS;SUÉCIA;8
RJ;SAIDA;OUTROS;SÃO VICENTE E GRANADINAS;1
RJ;SAIDA;OUTROS;SÉRVIA;3
RJ;SAIDA;OUTROS;TAILÂNDIA;6
RJ;SAIDA;OUTROS;TRINIDAD E TOBAGO;3
RJ;SAIDA;OUTROS;TUNÍSIA;5
RJ;SAIDA;OUTROS;TURQUIA;21
RJ;SAIDA;OUTROS;UCRÂNIA;220
RJ;SAIDA;OUTROS;VENEZUELA;1
RJ;SAIDA;OUTROS;VIETNÃ;8
RJ;SAIDA;OUTROS;ÁFRICA DO SUL;26
RJ;SAIDA;OUTROS;ÍNDIA;4
RJ;SAIDA;OUTROS;ARGENTINA;1
RJ;SAIDA;OUTROS;ARÁBIA SAUDITA;1
RJ;SAIDA;OUTROS;ESTADOS UNIDOS;1
RJ;SAIDA;OUTROS;SUÉCIA;1
RJ;SAIDA;OUTROS;ALEMANHA;7
RJ;SAIDA;OUTROS;ANGOLA;4
RJ;SAIDA;OUTROS;ANTÍGUA E BARBUDA;1
RJ;SAIDA;OUTROS;ARGENTINA;6
RJ;SAIDA;OUTROS;ARÁBIA SAUDITA;5
RJ;SAIDA;OUTROS;BARBADOS;1
RJ;SAIDA;OUTROS;BRASIL;8
RJ;SAIDA;OUTROS;BÉLGICA;2
RJ;SAIDA;OUTROS;CAMARÕES;3
RJ;SAIDA;OUTROS;CANADÁ;1
RJ;SAIDA;OUTROS;CHILE;1
RJ;SAIDA;OUTROS;CHINA;54
RJ;SAIDA;OUTROS;COLÔMBIA;1
RJ;SAIDA;OUTROS;CUBA;2
RJ;SAIDA;OUTROS;DOMINICA;1
RJ;SAIDA;OUTROS;ESLOVÁQUIA;1
RJ;SAIDA;OUTROS;ESPANHA;6
RJ;SAIDA;OUTROS;ESTADOS UNIDOS;29
RJ;SAIDA;OUTROS;FINLÂNDIA;7
RJ;SAIDA;OUTROS;FRANÇA;24
RJ;SAIDA;OUTROS;GUIANA;1
RJ;SAIDA;OUTROS;GUINÉ EQUATORIAL;1
RJ;SAIDA;OUTROS;HAITI;2
RJ;SAIDA;OUTROS;IRLANDA;17
RJ;SAIDA;OUTROS;ITÁLIA;5
RJ;SAIDA;OUTROS;JAPÃO;4
RJ;SAIDA;OUTROS;LITUÂNIA;1
RJ;SAIDA;OUTROS;MACAU (R.A.E.);1
RJ;SAIDA;OUTROS;NACIONALIDADE INDEFINIDA;1
RJ;SAIDA;OUTROS;PORTUGAL;4
RJ;SAIDA;OUTROS;SENEGAL;1
RJ;SAIDA;OUTROS;SUÉCIA;5
RJ;SAIDA;OUTROS;SÃO VICENTE E GRANADINAS;1
RJ;SAIDA;OUTROS;TURQUIA;2
RJ;SAIDA;OUTROS;VIETNÃ;1
RJ;SAIDA;OUTROS;ÍNDIA;2
RJ;SAIDA;OUTROS;ALEMANHA;9
RJ;SAIDA;OUTROS;ANGOLA;2
RJ;SAIDA;OUTROS;ARGENTINA;27
RJ;SAIDA;OUTROS;ARGÉLIA;3
RJ;SAIDA;OUTROS;BAHREIN;1
RJ;SAIDA;OUTROS;BRASIL;14
RJ;SAIDA;OUTROS;BÉLGICA;1
RJ;SAIDA;OUTROS;CAMARÕES;1
RJ;SAIDA;OUTROS;CANADÁ;4
RJ;SAIDA;OUTROS;CHILE;2
RJ;SAIDA;OUTROS;CHINA;3
RJ;SAIDA;OUTROS;COLÔMBIA;1
RJ;SAIDA;OUTROS;COSTA DO MARFIM;2
RJ;SAIDA;OUTROS;DINAMARCA;3
RJ;SAIDA;OUTROS;EGITO;1
RJ;SAIDA;OUTROS;EL SALVADOR;2
RJ;SAIDA;OUTROS;EQUADOR;1
